Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Wang K., Chen C.-M., Tie Z., Shojafar M., Kumar S., Kumari S.","57222049054;35072405000;57215831453;26436114300;23474214900;48361454000;","Forward Privacy Preservation in IoT-Enabled Healthcare Systems",2022,"IEEE Transactions on Industrial Informatics","18","3",,"1991","1999",,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102645100&doi=10.1109%2fTII.2021.3064691&partnerID=40&md5=953894e2b4b1e9645a60bc0d3ebec2c6","In recent years, Internet of Things (IoT)-enabled health monitoring wearable devices have become a trend in healthcare systems, regularly collecting vital sign data from patients and uploading them to the cloud. Through on-demand search queries, data are shared with third-party healthcare service providers to monitor patients' health status and provide timely diagnoses. To ensure privacy and security, patient health data should be encrypted before being uploaded to the cloud. The cloud can give search encryption services. However, current searchable encryption (SE) technologies still have problems with forward privacy security and verifiability. This article proposes an IoT-cloud-enabled healthcare data system incorporating a SE method with forward privacy and verifiability. By designing a trapdoor permutation function, we render the resulting output indistinguishable from meaningless random data to the adversary. Thus, the adversary cannot judge the relationship between a newly inserted record and a past search token, and therefore, the system realizes forward privacy or forward secrecy. We propose a multikeyword search verification mechanism based on a pseudo-random function. Our approach solves verifying the correctness of search results in the top-k search scenario with partial search results. A formal security analysis proves that our scheme achieves forward privacy preservation, which can help guarantee healthcare data privacy. Additionally, a performance evaluation shows that our method is efficient and effective, providing an information security system to preserve patient privacy in IoT-enabled healthcare systems. © 2005-2012 IEEE.","Forward privacy; healthcare systems, Internet of Things (IoT); privacy preservation","Cryptography; Health care; Privacy by design; Dynamic changes; Formal security analysis; Health-care system; Privacy preservation; Privacy preserving; Searchable encryptions; Smart healthcare systems; Trapdoor permutations; Internet of things",Article,Scopus,2-s2.0-85102645100
"Bag A., Roy D.B., Patranabis S., Mukhopadhyay D.","57189356591;55786979700;56964389500;57203061423;","FlexiPair: An Automated Programmable Framework for Pairing Cryptosystems",2022,"IEEE Transactions on Computers","71","3",,"506","519",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101491538&doi=10.1109%2fTC.2021.3058345&partnerID=40&md5=8c48fe19c0ca21fd30078fe9bad3a29a","Pairing cryptosystems are extremely powerful mathematical tools for developing cryptographic protocols that can provide end-to-end security for applications like Internet-of-Things (IoT), cloud services and cyber-physical systems (CPS). However, these applications require the implementations to be light-weight but still real-time, with the additional feature of being flexible. The flexibility can come from different choices of underlying algorithms along with suitable parameter choices. A software implementation offers better flexibility but lacks in timing performance, whereas custom hardware delivers better performance but has poor flexibility. Furthermore, the designs over small characteristic curves are now insecure against recent attacks. Existing designs do not address the drawback of less flexibility and huge resource consumption collectively. In this article, we present a micro-program controlled hardware design which has the least resource consumption among the similar existing designs on FPGA that offer such programmability and flexibility. This redundant number arithmetic-based architecture consumes only 2506 slices on Xilinx Virtex-7 FPGA. It can be migrated to other device families or updated for different algorithms without data-path or control-path modification. To enhance the flexibility, we developed a custom assembly-like finite state machine (FSM) description, called Prism, and necessary tool to generate the micro-program states. To illustrate the functionality of Prism, we present designs for Tate and Optimal-Ate pairing with the micro-program states generated using this tool. © 1968-2012 IEEE.","Architecture; Cryptography; Hardware; Micro-program; Pairing","Field programmable gate arrays (FPGA); Internet of things; Prisms; Public key cryptography; Characteristic curve; Cryptographic protocols; Cyber-physical systems (CPS); End-to-end security; Internet of Things (IOT); Redundant number arithmetic; Resource consumption; Software implementation; Embedded systems",Article,Scopus,2-s2.0-85101491538
"Elsisi M., Tran M.Q., Mahmoud K., Mansour D.-E.A., Lehtonen M., Darwish M.M.F.","57188994655;57208652237;36181590200;22962535400;7006610003;57195939885;","Effective IoT-based deep learning platform for online fault diagnosis of power transformers against cyberattacks and data uncertainties",2022,"Measurement: Journal of the International Measurement Confederation","190",,"110686","","",,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122612629&doi=10.1016%2fj.measurement.2021.110686&partnerID=40&md5=4ad016d8735a3e33d99249d0bcf9d66d","The distribution of the power transformers at a far distance from the electrical plants represents the main challenge against the diagnosis of the transformer status. This paper introduces a new integration of an Internet of Things (IoT) architecture with deep learning against cyberattacks for online monitoring of the power transformer status. A developed one dimension convolutional neural network (1D-CNN), which is characterized by robustness against uncertainties, is introduced for fault diagnosis of power transformers and cyberattacks. Further, experimental scenarios are performed to confirm the effectiveness of the proposed IoT architecture. While compared to previous approaches in the literature, the accuracy of the new deep 1D-CNN is greater with 94.36 percent in the usual scenario, 92.58 percent when considering cyberattacks, and ±5% uncertainty. The proposed integration between the IoT platform and the 1D-CNN can detect the cyberattacks properly and provide secure online monitoring for the transformer status via the internet network. © 2022 Elsevier Ltd","Cyber-physic system; Cyberattack; Deep learning; Fault diagnosis; Industry 4.0; IoT architecture; Power transformer; Uncertainties","Convolutional neural networks; Deep learning; E-learning; Fault detection; Industry 4.0; Internet of things; Network architecture; Power transformers; Cybe-physic system; Cyber-attacks; Data uncertainty; Deep learning; Faults diagnosis; Internet of things architectures; Learning platform; On-line fault diagnosis; Online monitoring; Uncertainty; Failure analysis",Article,Scopus,2-s2.0-85122612629
"Morello R., Ruffa F., Jablonski I., Fabbiano L., De Capua C.","14632277400;57212249981;25027631400;21933278800;6701321959;","An IoT based ECG system to diagnose cardiac pathologies for healthcare applications in smart cities",2022,"Measurement: Journal of the International Measurement Confederation","190",,"110685","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122493552&doi=10.1016%2fj.measurement.2021.110685&partnerID=40&md5=60d61f0f5ee4bcd9eb4ce6b57c120627","The present paper aims to describe the project and development of an ECG monitoring system which is able to diagnose specific cardiac pathologies by adapting the processing algorithm to the monitored patient. The system can work standalone by providing the final diagnosis to the patient by a LEDs set. In addition, an IoT based architecture allows the system to share data and diagnosis with a remote cardiologist in real-time or to store data in a FTP folder, as an Holter monitor, for post-processing and further analysis. The system consists of two sections: the digital one, based on the National Instruments MyRIO, digitalises the signal and processes it in real-time to make a diagnosis on possible occurring cardiac pathologies (bradycardia, tachycardia, infarction, ischemia); the analog section, which performs the acquisition, amplification, and preliminary filtering of a 3-leads electrocardiographic signal. The processing algorithm has been developed in NI LabVIEW environment. The main contribution to the state of the art is due to two removable and updatable memory devices. A first memory has been used to store clinical and personal data of patient so to configure the computing algorithm and adapt it to the monitored patient. A second memory has been used to store accuracy and uncertainty specifications of the ECG system in order to improve the reliability of the final diagnosis. The system aims to provide an electrocardiographic monitoring system for healthcare applications in the smart city context. The possibility to monitor constantly the patient health state at home is an important challenge of the next future smart cities. IoT and automation are the main aspects of the proposed system. Patients having chronic heart diseases need frequent hospitalizations to check their heart health. In this scenario, the proposed system is an Ambient Assisted Living solution developed to encourage the independent life of cardiac subjects by supporting his/her care and wellness during the daily life. © 2022 Elsevier Ltd","Ambient Assisted Living; Cardiac pathologies; ECG; Healthcare; IoT; Smart city","Assisted living; Heart; Internet of things; Monitoring; Pathology; Smart city; Ambient assisted living; Cardiac pathologies; Health care application; Ischaemia; Monitoring system; National Instruments; Post-processing; Processing algorithms; Real- time; Two section; Electrocardiography",Article,Scopus,2-s2.0-85122493552
"Abubaker Z., Khan A.U., Almogren A., Abbas S., Javaid A., Radwan A., Javaid N.","57211646599;57188874704;8970033500;57225757872;57206730891;16240017400;26428797500;","Trustful data trading through monetizing IoT data using BlockChain based review system",2022,"Concurrency and Computation: Practice and Experience","34","5","e6739","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120357504&doi=10.1002%2fcpe.6739&partnerID=40&md5=38b8ebb6b8633b687dab490844ad1312","In this article, Internet of Things (IoTs) devices are used for sensing the data through which the device owners earn revenue. Interested users can purchase data from IoT device owners, according to their demands. However, users are not confident about the quality of data they are purchasing. Moreover, the users do not rely on the device owner and are not willing to initiate data trading. Currently, data trading systems have many drawbacks, as they involve a third party, security and reputation mechanisms. Therefore, in this article, IoTs and BlockChain (BC) are integrated to monetize IoT's data and provide trustful data trading. A BC based review system to monetize IoT's data trading is developed through Ethereum smart contracts. The review system encourages the owners to provide authentic data and solves the issues regarding data integrity, fake reviews and conflicts between entities. Reviews and ratings are stored in the BC database for providing a guarantee about the data quality to users. To maintain data integrity, we use an advanced encryption standard (AES)-256 encryption technique to encrypt data. Moreover, an arbitrator entity is responsible to resolve conflicts between data owner and users. The incentive is provided to the users and arbitrators to increase user participation and honesty. Simulations are performed for the validation of our system. We examine the proposed model using three parameters: gas consumption, mining time and encryption time. © 2021 John Wiley & Sons Ltd.",,"Cryptography; Data privacy; Ethereum; Internet of things; Query processing; Block-chain; Data integrity; Ethereum blockchain; Message querying telemetry transport; Quality of data; Reputation mechanism; Review systems; Security mechanism; Third parties; Trading systems; Blockchain",Article,Scopus,2-s2.0-85120357504
"Alti A., Lakehal A., Roose P.","34879509700;57192681959;55843683500;","A decentralized agent-based semantic service control and self-adaptation in smart health mobile applications",2022,"Concurrency and Computation: Practice and Experience","34","5","e6697","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119274123&doi=10.1002%2fcpe.6697&partnerID=40&md5=9d3f506f048f93dca9357d480572c415","In this article, we propose a decentralized agent-based autonomic semantic service adaptation controller and reconfiguration (ASSACR) to solve the problem of context-aware service selection and deployment for distributed healthcare mobile applications, where functional and nonfunctional users' needs are expressed using domain-independent ontology. The main objective of this approach is to provide optimal personalized services as fast as possible. Indeed, a new ontology for semantic description and parallel management of the contextual services is presented. At first, a new dominance operator-based constraints violation degree is used to reduce the search space. Then, optimal personalized paths that meet user's needs, preferences and devices' availability are discovered and selected in a smaller search space more effectively and efficiently using dynamic services selection algorithm, based on new ASSACR multiagent strategies. To validate the performance and efficiency of the proposed approach, we compared the proposed approach with existing multiagent strategies of the diabetic follow-up use cases. Experimental results show that the proposed approach effectively addressed both the semantic service representation and agent aspects in terms of performance and quality service selection. © 2021 John Wiley & Sons Ltd.",,"Health; Information services; Mobile computing; Multi agent systems; Ontology; Semantics; Agent based; Autonomics; Decentralised; Mobile applications; Multi agent; Ontology model; Semantic service; Service adaptation; Service selection; Smart health; Internet of things",Article,Scopus,2-s2.0-85119274123
"Liang Y., Cui T., Cao Y., Tang H.","57343607400;57343607500;56449681200;25936833700;","An effective resource scheduling model for edge cloud oriented AIoT",2022,"Concurrency and Computation: Practice and Experience","34","5","e6720","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119268491&doi=10.1002%2fcpe.6720&partnerID=40&md5=69d4875c3f711345450d3c2868d16fbb","Artificial Intelligence of Things (AIoT) is a new research area in AI and IoT. For the massive data and connections at the edge of AIoT, how to schedule the resource load is a key problem to be solved. For the multi-objective resource scheduling problem in a cross-domain environment, this article proposes a resource scheduling method based on edge computing and multi-objective algorithms. First, a cloud-edge hybrid AIoT hierarchical network resource management architecture is constructed. Then, the resource scheduling problem is modeled and a linear weighting strategy is designed for search space “pruning”, which is then optimized by three multi-objective algorithms. Finally, we conducted a series of experiments based on the iFogSim platform. The simulation results show that the proposed resource scheduling strategy can effectively reduce the processing delay of AIoT and effectively improve the energy utilization efficiency of devices in the network. © 2021 John Wiley & Sons, Ltd.",,"Artificial intelligence; Edge computing; Energy utilization; Internet of things; Scheduling; Scheduling algorithms; Artificial intelligence of thing; Edge clouds; Edge computing; Multi objective algorithm; Multi-objective optimization algorithm; Multi-objectives optimization; Optimization algorithms; Resource-scheduling; Scheduling models; Scheduling problem; Multiobjective optimization",Article,Scopus,2-s2.0-85119268491
"Salman O., Elhajj I.H., Chehab A., Kayssi A.","57188985077;6701467285;6602650305;6701491188;","Towards efficient real-time traffic classifier: A confidence measure with ensemble Deep Learning",2022,"Computer Networks","204",,"108684","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123234833&doi=10.1016%2fj.comnet.2021.108684&partnerID=40&md5=8513549860d8c5c0a0fc59c6eaa4cd24","Traffic classification is a key network function for managing both Quality of Service (QoS) and security. While some traffic classification applications (e.g. QoS based path allocation) can tolerate delays, other applications (e.g. attack detection) are time critical. In this context, early traffic classification has been proposed based on the first few packets of flows. However, the choice of the number of packets to inspect is method dependent and based on empirical assessment without considering the information carried by these packets (features). In this paper, we aim at identifying the sufficient number of packets, N, that guarantees high classification accuracy while optimizing the response time, based on both empirical classification results and information theory. We propose a confidence measure based on the variations in the model training accuracy and the average mutual information among the packets’ features and the label vector. This measure is then used to define the value of N, which optimizes the trade-off between the time overhead and the classification accuracy. In addition, we propose an ensemble Deep Learning (DL)-based classifier model to enhance the classification accuracy by training successive DL models based on the traffic stream. The proposed ensemble method output is based on the average of the individual classifiers predictions. The experimental results show that when using the proposed confidence measure, we can achieve good classification accuracy at early phase of the flow. In addition, using the proposed ensemble method presents enhancement in the early classification accuracy. Consequently, combining the ensemble method with the confidence measure criteria allows for striking a good balance between high accuracy and fast response time. © 2021 Elsevier B.V.","Internet of Things; Internet traffic; Real-time classification; Traffic classification; Traffic management","Deep learning; Economic and social effects; Information theory; Internet of things; Quality of service; Classification accuracy; Confidence Measure; Ensemble methods; Internet traffic; Quality-of-service; Real- time; Real-time classification; Realtime traffic; Traffic classification; Traffic management; Classification (of information)",Article,Scopus,2-s2.0-85123234833
"Rey V., Sánchez Sánchez P.M., Huertas Celdrán A., Bovet G.","57223739277;56371197300;56011153200;55804611600;","Federated learning for malware detection in IoT devices",2022,"Computer Networks","204",,"108693","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122584894&doi=10.1016%2fj.comnet.2021.108693&partnerID=40&md5=221716895bb1ea57a8e5a463a6de4d38","Billions of IoT devices lacking proper security mechanisms have been manufactured and deployed for the last years, and more will come with the development of Beyond 5G technologies. Their vulnerability to malware has motivated the need for efficient techniques to detect infected IoT devices inside networks. With data privacy and integrity becoming a major concern in recent years, increasing with the arrival of 5G and Beyond networks, new technologies such as federated learning and blockchain emerged. They allow training machine learning models with decentralized data while preserving its privacy by design. This work investigates the possibilities enabled by federated learning concerning IoT malware detection and studies security issues inherent to this new learning paradigm. In this context, a framework that uses federated learning to detect malware affecting IoT devices is presented. N-BaIoT, a dataset modeling network traffic of several real IoT devices while affected by malware, has been used to evaluate the proposed framework. Both supervised and unsupervised federated models (multi-layer perceptron and autoencoder) able to detect malware affecting seen and unseen IoT devices of N-BaIoT have been trained and evaluated. Furthermore, their performance has been compared to two traditional approaches. The first one lets each participant locally train a model using only its own data, while the second consists of making the participants share their data with a central entity in charge of training a global model. This comparison has shown that the use of more diverse and large data, as done in the federated and centralized methods, has a considerable positive impact on the model performance. Besides, the federated models, while preserving the participant's privacy, show similar results as the centralized ones. As an additional contribution and to measure the robustness of the federated approach, an adversarial setup with several malicious participants poisoning the federated model has been considered. The baseline model aggregation averaging step used in most federated learning algorithms appears highly vulnerable to different attacks, even with a single adversary. The performance of other model aggregation functions acting as countermeasures is thus evaluated under the same attack scenarios. These functions provide a significant improvement against malicious participants, but more efforts are still needed to make federated approaches robust. © 2022 The Authors","Adversarial attack; Botnet detection; Federated learning; IoT device; IoT security","5G mobile communication systems; Botnet; Learning algorithms; Learning systems; Malware; Network security; Privacy-preserving techniques; Adversarial attack; Botnet detections; Centralised; Federated learning; IoT device; IoT security; Malicious participant; Malware detection; Model aggregations; Performance; Internet of things",Article,Scopus,2-s2.0-85122584894
"Hameed K., Garg S., Amin M.B., Kang B.","57193141017;55365934100;55204650200;57243861800;","Towards a formal modelling, analysis and verification of a clone node attack detection scheme in the internet of things",2022,"Computer Networks","204",,"108702","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122536476&doi=10.1016%2fj.comnet.2021.108702&partnerID=40&md5=9dcdca25235f2cc38f457163b12f749b","A clone node attack is one of the severe attacks on the Internet of Things (IoT) network. In a clone node attack, an adversary aims to physically capture the secret credentials of the deployed IoT devices to make the clone of devices look similar to the original devices. In recent years, several solutions for detecting clone node attacks have been designed; however, the focus of such designed solutions is on system design discussion, specific feature sets, high-level abstraction of underlying system architecture and fulfilling the performance analysis requirements. While the designed solutions efficiently detect clone attacks, critical features such as modelling, analysis, and verification of such solutions are frequently overlooked, necessitating that users verify their internal behaviour and claimed properties to ensure that no problematic scenarios or anomalies exist. Taking into account the rationale for formal verification and the limitations of previous works, this paper aims to perform formal modelling, analysis, and verification of our existing proposed clone node attack detection scheme for IoT. We used the High-Level Petri Nets (HLPNs) and Z-specification language to model our proposed scheme and analyse the logic correctness of our scheme using incidence markings and confidence interval matrices. To validate the functional correctness, we utilised the Satisfiability Modulo Theories Library (SMT-Lib) and the Z3 Solver and verified the functional satisfiable properties by analysing sat/unsat verification results and their execution time. Finally, we extend our modelling work by utilising the Coloured Petri Nets (CPNs), taking into consideration their both timed and untimed models with the aim of validating functional correctness and logical correctness, respectively. To analyse both correctnesses of CPN models, we used logging facility statistics such as count, sum, average, minimum, and maximum as data packet observations. © 2022 Elsevier B.V.","Coloured petri nets; Formal modelling; High level petri nets; Internet of things; Validation; Verification","Cloning; Feature extraction; Formal verification; High level languages; Internet of things; Specification languages; Analysis and verifications; Attack detection; Colored Petri Nets; Detection scheme; Formal analysis; Formal modeling; High-level Petri nets; Model verification; Modeling analyzes; Validation; Petri nets",Article,Scopus,2-s2.0-85122536476
"Yao Y.","57450043000;","Internet of Things in the Quality Control of Cement Mixing Pile Construction",2022,"Journal of Cases on Information Technology","24","5",,"","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124565361&doi=10.4018%2fJCIT.295252&partnerID=40&md5=71ac7fddda1186c14f3fa93663466211","Cement mixing pile is frequently used in construction and has a great impact on the overall construction quality. This paper proposes the use of internet of things equipment in the process of cement mixing pile construction for automatic supervision, so as to achieve the purpose of overall construction quality control. This paper constructs IoT cement mixing pile construction quality control model iotcmp (internet of things cement mixing pile) based on BIM. The internet of things management and control model in this paper is implemented in the form of web. The research shows that the water-cement ratio of the cement mixing pile is 0.62 under the control of the internet of things when the cement dosage is set to fluctuate by 15%. The texture of the mixed cement product is clear, and the average compressive strength is 2.65mpa. In this case, the average number of standard penetration blows is 38. It can be seen that it is feasible to use the internet of things equipment to monitor the cement mixing pile in real time and evaluate the overall benefit. © 2022 IGI Global. All rights reserved.","Cement mixing pile; Civil construction; Construction quality control; Internet of things monitoring equipment; Network monitoring","Architectural design; Compressive strength; Construction equipment; Internet of things; Mixing; Piles; Quality assurance; Textures; Cement mixing; Cement mixing pile; Civil constructions; Construction quality control; Control model; Internet of thing monitoring equipment; Mixing piles; Monitoring equipment; Network Monitoring; Pile construction; Quality control",Article,Scopus,2-s2.0-85124565361
"Yang F., Fan J.","57450217800;57450574800;","Construction of OBE Concept Autonomous Learning Mode in University Teaching Based on the Internet",2022,"Journal of Cases on Information Technology","24","5",,"","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124545837&doi=10.4018%2fJCIT.295250&partnerID=40&md5=2af7280a7eb2953816a85a1ab5809f40","In order to meet the needs of life-long learning of the internet of things and the economic and social development of digital learning countries, we must actively explore the teaching mode of digital self-learning courses for college students. This article aims to explore the construction of an autonomous learning model based on the OBE concept of university teaching based on the internet of things technology. Through self-study of college students in the environment of internet of things and information technology, as well as the micro-course self-directed learning that carries the OBE concept, the results show that most students hold a positive attitude towards the autonomous learning model in the information environment. A survey that carries the OBE concept shows that the scoring dimensions of the content of the students’ autonomous learning attitude survey before class are both 4.11. It can be considered that the micro-curriculum resources that carry the OBE concept can effectively help students to conduct autonomous learning. © 2022 IGI Global. All rights reserved.","Autonomous learning model; Internet of things technology; Micro course; OBE philosophy","Curricula; E-learning; Economic and social effects; Internet of things; Learning systems; Surveys; Teaching; Autonomous learning; Autonomous learning model; College students; Internet of things technologies; Learning mode; Learning models; Life long learning; Micro course; OBE philosophy; University teaching; Students",Article,Scopus,2-s2.0-85124545837
"Hrouga M., Sbihi A., Chavallard M.","57170617000;7003335982;57421163600;","The potentials of combining Blockchain technology and Internet of Things for digital reverse supply chain: A case study",2022,"Journal of Cleaner Production","337",,"130609","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123251766&doi=10.1016%2fj.jclepro.2022.130609&partnerID=40&md5=19c8edccbc3382e4e8085776bedef08e","Asbestos has been considered as a hazardous waste in France since 1997 and it is neither recyclable nor recoverable. Hence, its storage and processing have a major impact on both human health and environment. In addition, its treatment is subject to very strict environmental regulations. Hence, to minimize the environmental regulations impact, the treatment of asbestos requires tools and new information technology (IT) enabling real-time information sharing with all reverse supply chain (RSC) actors. A successful integration of new IT such as Blockchain technology and Internet of Things (IoT) can lead to several advantages in order to help asbestos waste management. This study aims at integrating and combining Blockchain and IoT to digitize RSC for asbestos waste treatment. First, we investigate the roles and impacts of Blockchain and IoT on forward and reverse supply chain performances. Second, we propose two new conceptual models for both open and close loop digital RSC. Finally, to demonstrate the feasibility and effectiveness of integration and combination of these digital technologies, we propose a case study for asbestos waste management. The results show that the combination of Blockchain and IoT can be implemented to provide robust digital RSC. © 2022","Blockchain; Digital; Internet of things; Reverse logistics; Reverse supply chain","Blockchain; Environmental regulations; Environmental technology; Heavy metals; Supply chains; Waste treatment; Block-chain; Case-studies; Digital; Hazardous wastes; Health and environment; Human environment; Human health; Recyclables; Reverse logistics; Reverse supply chains; Internet of things",Article,Scopus,2-s2.0-85123251766
"Wang Z., Zhang L., Li J., Wei G., Dong Y., Fu H.Y.","57217156998;57211152467;56412258700;54917779900;8224043200;57197836152;","Fluorescent concentrator based MISO-NOMA for visible light communications",2022,"Optics Letters","47","4",,"902","905",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124593862&doi=10.1364%2fOL.449120&partnerID=40&md5=c42c3da86f6252f063b5be96f6f9e48f","The experimental realization of multiple-input single-output (MISO) in visible light communication (VLC) has always been difficult due to dynamic channels, complex alignment, and limited capacity. We designed a quantum dot (QD) fluorescent concentrator combined with power domain multiplexing of a non-orthogonal multiple access (NOMA) scheme to provide an estimation-free MISO system. The system supports a large detection area of over 4 cm2 and a sum rate up to 120 Mbps over 2.3-m free space, providing a promising connection for the Internet of things (IoT). The concentrator was further implemented in an underwater environment under insufficient incident power. A record data rate of 120 Mbps has been achieved in a 1.5- m underwater MISO system, with a mean bit error rate of 3.24×10-3, which is below the forward error correction criterion. © 2022 Optica Publishing Group.",,"Bit error rate; Concentration (process); Error correction; Incident light; Internet of things; Semiconductor quantum dots; Visible light communication; Channel complex; Dynamic channels; Experimental realizations; Limited capacity; Multiple access; Multiple access scheme; Multiple input single output systems; Multiple inputs single outputs; Non-orthogonal; Powerdomains; Fluorescence",Article,Scopus,2-s2.0-85124593862
"Sharma R.P., Ramesh D., Pal P., Tripathi S., Kumar C.","57215412090;54405698700;56323427700;57194049493;55787390500;","IoT-Enabled IEEE 802.15.4 WSN Monitoring Infrastructure-Driven Fuzzy-Logic-Based Crop Pest Prediction",2022,"IEEE Internet of Things Journal","9","4",,"3037","3045",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124587313&doi=10.1109%2fJIOT.2021.3094198&partnerID=40&md5=b89890bc25a062efbabef1b0a2c5fd23","Precision agriculture, as the future of farming technology, addresses challenges faced by farmers by data mining of information collected through IoT-enabled crop monitoring infrastructures. The identification of crop disease is one of the widely studied challenges. Crop diseases cannot be accurately predicted by merely analyzing individual disease causes. This proposal presents a fuzzy-logic-based pest prediction mechanism assisting in beforehand preparedness for potential pest prevention. The experiments are performed for pests in rice and millet crops. The data mining over samples collected in a cropping cycle revealed the plausible correlation between temperature, relative humidity, and rainfall with pest breeding. The data collected through IoT monitoring infrastructure is analyzed for the ambient breeding condition of the pest. These conditions are then employed to design the knowledge base of the fuzzy system. More specifically, the linguistic variables of the fuzzy membership function are optimized using a genetic algorithm for close prediction of pest breeding in given environmental conditions. The proposal verified that the weather factors have a strong impact on the occurrence of pests and diseases, and the fuzzy-logic-based pest prediction through IoT application development services will help farmers to take precautionary measures beforehand. © 2014 IEEE.","Fuzzy logic; Genetic algorithm (GA); Pest prediction; Precision agriculture; WSN","Computer circuits; Crops; Data mining; Forecasting; Genetic algorithms; IEEE Standards; Internet of things; Knowledge based systems; Membership functions; Precision agriculture; Condition; Crop disease; Crop monitoring; Disease cause; Fuzzy-Logic; Genetic algorithm; Ieee 802.15.4/zigbee; Pest prediction; Precision Agriculture; WSN; Fuzzy logic",Article,Scopus,2-s2.0-85124587313
"Hou M., Wang M., Zhao W., Ni Q., Cai Z., Kong X.","57211849761;57208785315;7403942428;57215538645;57419168900;55350731800;","A lightweight framework for abnormal driving behavior detection",2022,"Computer Communications","184",,,"128","136",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123173012&doi=10.1016%2fj.comcom.2021.12.007&partnerID=40&md5=acb0a9fe5e69cb67d86084a428a4a76e","As one of the most serious hazards in the world, traffic accidents have caused huge casualties and property losses. The detection of abnormal behaviors of drivers is of great importance for intelligence transportation systems. However, the training of most abnormal behavior detection artificial intelligence algorithms demands huge computation and memory resources. Therefore, the training process is preferred to be done in cloud. In this paper, we propose a lightweight abnormal driving behavior detection framework, which applies intelligence to the edge and gives the IoT (Internet of Things) devices the ability to process and understand the data. The framework consists of four modules: bus driver wearing mask detection, bus driver abnormal motion detection, bus driver fatigue driving detection, and video recovery. Comprehensive experiments on real-world datasets have demonstrated the effectiveness and applicability of the proposed framework. © 2021 Elsevier B.V.","Abnormal behavior detection; Artificial intelligence; Internet of Things; Lightweight framework","Artificial intelligence; Bus drivers; Buses; Abnormal behavior; Abnormal behavior detections; Artificial intelligence algorithms; Behavior detection; Computation resources; Driving behaviour; Intelligence Transportation systems; Lightweight frameworks; Memory resources; Property loss; Internet of things",Article,Scopus,2-s2.0-85123173012
"Patle K.S., Saini R., Kumar A., Palaparthy V.S.","57226641460;57226642915;55508238100;56178614400;","Field Evaluation of Smart Sensor System for Plant Disease Prediction Using LSTM Network",2022,"IEEE Sensors Journal","22","4",,"3715","3725",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122576671&doi=10.1109%2fJSEN.2021.3139988&partnerID=40&md5=b264da66ee71e264a52fc6cdeeb05595","Leaf wetness duration (LWD), soil moisture, soil temperature, ambient temperature, and relative humidity information are the essential factors that leads to germination of plant disease. In this work, an internet of things (IoT) enabled leaf wetness sensor (LWS) and soil moisture sensor (SMS) is developed. Subsequently, commercial soil temperature (ST), relative humidity (RH) and ambient temperature (AT) are used for plant disease prediction. The developed LWS offers a response of about 250% when exposed to air and water and response time of about 20 seconds and attributes a hysteresis of about ±3 %. Acrylic protective lacquer (APL) coating of about 25- 75 ~mu text{m} thin is deposited on LWS and it is observed that the sensor capacitance changes only by 2% when temperature varies from 20 °C to 65 °C. Likewise, fabricated SMS offers a response of 10 kHz ( boldsymbol {Delta } text{F} ) with only a 2% change in frequency when temperature varies from 20 °C to 65 °C and works with an accuracy of ±3%. Further, aforementioned sensors along with in-house developed IoT-enabled system has been deployed under field conditions for about four months. In this work, we considered Powdery mildew (D1), Anthracnose (D2), and Root rot (D3) disease on the Mango plant. Further, we have implemented the Long Short Term Memory (LSTM) network which performs better compared to the existing methods discussed on plant disease management. The proposed network achieves an accuracy of 96%, precision-recall and F1 score of 97%, 98%, and 99%, respectively. © 2001-2012 IEEE.","agriculture 40%; IoT enabled smart sensors; plant disease management","Diseases; Long short-term memory; Moisture control; Plant management; Smart sensors; Soil moisture; Temperature; Agriculture 4.0%; Field evaluation; Internet of thing enabled smart sensor; Leaf wetness; Memory network; Plant disease; Plant disease managements; Sensor systems; Soil moisture sensors; Soil temperature; Internet of things",Article,Scopus,2-s2.0-85122576671
