Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Sun G., Zeng Q., Zhou J.-X.","57203962719;7401806648;31767769800;","Machine learning coupled with mineral geochemistry reveals the origin of ore deposits",2022,"Ore Geology Reviews","142",,"104753","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124244192&doi=10.1016%2fj.oregeorev.2022.104753&partnerID=40&md5=d60047c934d3cfa095e6663a8911214e","As geosciences enter the era of big data, machine learning (ML) that is successful in big data, is now contributing to solving problems in the geosciences, yet there have been few applications in economic geology. This paper highlights the effectiveness of ML-based methods coupled with mineral geochemistry in revealing the origin of the Qingchengzi Pb–Zn ore field in China, which are either metamorphosed sedimentary exhalative (SEDEX) or magmatic–hydrothermal fluid related deposits. Laser ablation–inductively coupled plasma–mass spectrometry (LA–ICP–MS) pyrite trace elements coupled with decision tree (DT), K-nearest neighbors (KNN), and support vector machine (SVM) algorithms were applied to train the classification models. Testing of the DT, KNN, and SVM classifiers yielded accuracies of 98.2%, 96.4%, and 93.6%, respectively. The trained classifiers predict that the strata-bound and vein-type ore bodies at Qingchengzi ore field have a magmatic–hydrothermal origin, with DT, KNN, and SVM values of 100%, 97.4%, and 97.4%. In situ δ34S values of pyrite from strata-bound and vein-type ore bodies are 4.04‰ to 9.10‰ and 6.31‰ to 9.29‰, respectively, slightly higher than those of magmatic intrusions. In situ Pb isotopic ratios plot on the upper crust curve and yield two-stage model ages that are younger than metamorphic events in the region. Principal component (PC) analysis was used to determine the formation of the two types of mineralization. Pyrite from vein-type ore bodies (Py1) has lower contents of PC1 elements (Cu, Zn, Ge, Ag, Cd, Sn, Sb, and Pb) and higher contents of PC2 elements (Co, Ni, and Se) compared with pyrite from strata-bound ore bodies (Py2). Combined with previous fluid inclusion data, the vein-type ore bodies are inferred to have formed at higher temperatures than the strata-bound ore bodies. This study presents three visual classifiers to discriminate metamorphosed SEDEX and magmatic–hydrothermal Pb–Zn deposits. The prediction of classifiers and in situ S–Pb isotopic compositions suggest that the Qingchengzi Pb–Zn deposits have a magmatic–hydrothermal origin. The results demonstrate the effective application of ML-based methods to examine the origin of ore deposits. © 2022","In situ S–Pb isotopes; Machine learning; Pb–Zn deposits; Pyrite trace elements; Qingchengzi","Antimony compounds; Big data; Copper compounds; Data mining; Deposits; Germanium compounds; Isotopes; Laser ablation; Lead compounds; Mass spectrometry; Mineralogy; Nearest neighbor search; Principal component analysis; Selenium compounds; Sulfur compounds; Support vector machines; Tin compounds; Trace elements; Zinc compounds; Geosciences; In situ S–pb isotope; Nearest-neighbour; Orebodies; Origin of ore deposits; Pb isotopes; Pb-zn deposits; Pyrite trace element; Qingchengzi; Traces elements; Decision trees",Article,Scopus,2-s2.0-85124244192
"Blanco C., García-Saiz D., Rosado D.G., Santos-Olmo A., Peral J., Maté A., Trujillo J., Fernández-Medina E.","57213021063;55027407200;15048635400;36609220500;8979711300;42961909600;7103051196;6508031693;","Security policies by design in NoSQL document databases",2022,"Journal of Information Security and Applications","65",,"103120","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123897974&doi=10.1016%2fj.jisa.2022.103120&partnerID=40&md5=fb54c4f898d4384870e002ab07a4715f","The importance of data security is currently increasing owing to the number of data transactions that are continuously taking place. Large amounts of data are generated, stored, modified and transferred every second, signifying that databases require an appropriate capacity, control and protection that will enable them to maintain a secure environment for so much data. Big Data is becoming a prominent trend in our society, and increasing amounts of data, including sensitive and personal information, are being loaded into NoSQL and other Big Data technologies for analysis and processing. However, current security approaches do not take into account the special characteristics of these technologies, leaving sensitive and personal data unprotected and consequently risking considerable financial losses and brand damage. In this paper, we focus on NoSQL document databases and present a proposal for the design and implementation of security policies in this type of databases. We first follow the concept of security by design in order to propose a metamodel that allows the specification of both the structure and the security policies required for document databases. We also define an implementation model by analysing the implementation features provided by a specific NoSQL document database management system (MongoDB). Having obtained the design and implementation models, we follow the model-driven development philosophy and propose a set of transformation rules that allow the automatic generation of the final implementation of security policies. We additionally provide a technological solution in which the Eclipse Modelling Framework environment is employed in order to implement both the design metamodel (Emfatic) and the transformations (Epsilon, EGL). Finally, we apply the proposed framework to a case study carried out in the airport domain. This proposal, in addition to saving development time and costs, generates more robust solutions by considering security by design. This, therefore, abstracting the designer from both specific aspects of the target tool and having to choose the best strategies for the implementation of security policies. © 2022 The Authors","Big Data; Conceptual modelling; Document databases; NoSQL; Security","Airport security; Big data; Database systems; Losses; Conceptual model; Data transaction; Design and implementations; Document database; Implementation models; Meta model; NoSQL; Number of datum; Security; Security policy; Security systems",Article,Scopus,2-s2.0-85123897974
"Regona M., Yigitcanlar T., Xia B., Li R.Y.M.","57221192835;6505536041;57217409275;35189135600;","Artificial Intelligent Technologies for the Construction Industry: How Are They Perceived and Utilized in Australia?",2022,"Journal of Open Innovation: Technology, Market, and Complexity","8","1","16","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123804987&doi=10.3390%2fjoitmc8010016&partnerID=40&md5=7b011f13ce6528a010327d8d8f4bcc71","Artificial intelligence (AI) is a powerful technology that can be utilized throughout a construction project lifecycle. Transition to incorporate AI technologies in the construction industry has been delayed due to the lack of know-how and research. There is also a knowledge gap regarding how the public perceives AI technologies, their areas of application, prospects, and constraints in the construction industry. This study aims to explore AI technology adoption prospects and constraints in the Australian construction industry by analyzing social media data. This study adopted social media analytics, along with sentiment and content analyses of Twitter messages (n = 7906), as the methodological approach. The results revealed that: (a) robotics, internet-of-things, and machine learning are the most popular AI technologies in Australia; (b) Australian public sentiments toward AI are mostly positive, whilst some negative perceptions exist; (c) there are distinctive views on the opportunities and constraints of AI among the Australian states/territories; (d) timesaving, innovation, and digitalization are the most common AI prospects; and (e) project risk, security of data, and lack of capabilities are the most common AI constraints. This study is the first to explore AI technology adoption prospects and constraints in the Australian construction industry by analyzing social media data. The findings inform the construction industry on public perceptions and prospects and constraints of AI adoption. In addition, it advocates the search for finding the most efficient means to utilize AI technologies. The study helps public perceptions and prospects and constraints of AI adoption to be factored in construction industry technology adoption. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Automation; Big data; Digital twin; Industry 4.0; Machine learning; Robotics; Social media analytics",,Article,Scopus,2-s2.0-85123804987
"Di Modica G., Tomarchio O.","57209339075;6602163319;","A Hierarchical Hadoop Framework to Process Geo-Distributed Big Data",2022,"Big Data and Cognitive Computing","6","1","5","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123779737&doi=10.3390%2fbdcc6010005&partnerID=40&md5=162fd68ba8cb24180cbaab1f2c9c60ad","In the past twenty years, we have witnessed an unprecedented production of data world-wide that has generated a growing demand for computing resources and has stimulated the design of computing paradigms and software tools to efficiently and quickly obtain insights on such a Big Data. State-of-the-art parallel computing techniques such as the MapReduce guarantee high performance in scenarios where involved computing nodes are equally sized and clustered via broadband network links, and the data are co-located with the cluster of nodes. Unfortunately, the mentioned techniques have proven ineffective in geographically distributed scenarios, i.e., computing contexts where nodes and data are geographically distributed across multiple distant data centers. In the literature, researchers have proposed variants of the MapReduce paradigm that obtain awareness of the constraints imposed in those scenarios (such as the imbalance of nodes computing power and of interconnecting links) to enforce smart task scheduling strategies. We have designed a hierarchical computing framework in which a context-aware scheduler orchestrates computing tasks that leverage the potential of the vanilla Hadoop framework within each data center taking part in the computation. In this work, after presenting the features of the developed framework, we advocate the opportunity of fragmenting the data in a smart way so that the scheduler produces a fairer distribution of the workload among the computing tasks. To prove the concept, we implemented a software prototype of the framework and ran several experiments on a small-scale testbed. Test results are discussed in the last part of the paper. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Big data; Geographical computing environment; Hierarchical Hadoop; Job scheduling; MapReduce",,Article,Scopus,2-s2.0-85123779737
"jiao P.","57428899100;","Research on electronic decision system for effective data visualization and analysis process",2022,"Computers and Electrical Engineering","98",,"107737","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123628045&doi=10.1016%2fj.compeleceng.2022.107737&partnerID=40&md5=93f4ad252ed5fe707e4f28d79b2c8b63","Today, more leaders, managers, and directors can decide, even though they cannot decide for every situation. When decisions are scattered and unstructured, decisions become complicated and so that a single decision-maker based on expertise alone cannot address them adequately. This research proposes the Electronic Decision System (EDS) for effective data visualization and analysis process. EDS helps to decide during a complicated situation using Big Data Analytics-based Artificial Neural Network Framework (BDA-ANNF). The BDA-ANNF collects and analyses the data provided, and Artificial Neural Network (ANN) is used to predict and take accurate decisions in every complicated situation. These systems allow decision-makers to understand the market, direct and indirect climate, analyze the numerous trade-offs in the sector, evaluate costs linked to the various choices for decision-making, and eventually help people improve their decision-making outcome. EDS's approaches and techniques share one key challenge that must successfully provide consumers and policymakers with an appropriate and understandable simulation solution. The finding indicates that the BDA-ANNF decides the complicated situation up to the accuracy rate of 95.23%, which is not attainable by existing methods, and the error rate is 4.77%. © 2022","Analysis process; Artificial neural network; Big data analytics; Data visualization; Decision making; Effective data; Electronic decision system; Leaders; Managers","Behavioral research; Big data; Commerce; Data Analytics; Data visualization; Economic and social effects; Managers; Neural networks; Visualization; Analysis process; Data-visualization process; Decision makers; Decision systems; Decisions makings; Effective data; Electronic decision system; Leader; Network frameworks; Visualization and analysis; Decision making",Article,Scopus,2-s2.0-85123628045
"Jiang R., Xin Y., Chen Z., Zhang Y.","57200225926;57213820458;56099274300;55684119900;","A medical big data access control model based on fuzzy trust prediction and regression analysis",2022,"Applied Soft Computing","117",,"108423","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123609408&doi=10.1016%2fj.asoc.2022.108423&partnerID=40&md5=25cfa434a54350b2f0a6cc43b6ccb562","One of the important issues facing HIS (Hospital Information System) in the context of big data is how to ensure that massive data and resources are protected from internal attacks and reduce the abuse of medical information. However, the existing single-value quantitative access control model based on trust or risk may not well reflect the true trust or risk situation because it cannot describe the timeliness and trend of the quantitative value. In response to this problem, we propose an access control model based on the credibility of the requesting user. Quantify the trust based on the user's historical visit records on the HIS, and introduce the user's historical behavior trend into the trust evaluation model through the corresponding regression analysis model. Comparative experiments show that in predicting linear, geometric, exponential, and mixed trends, the regression model in this paper is better than existing methods in predicting trust accuracy and predicting trust trends. Different from the working system of trusted access control model proposed in the existing literature, the model in this paper adds “Behavior warning module (BWM)”. The working mode that “User-visit, Early-warning, Trust-evaluation, Access-control” is very effective in reducing information leakage caused by visitors with non-profit purposes (such as curiosity) and purposeless (such as habitual browsing). And this also has a positive effect on improving the overall behavior level of users in the system. © 2022","Access control; Medical big data; Regression analysis; Trust evaluation; Trust prediction","Access control models; Behavioral research; Big data; Forecasting; Medical information systems; Access control models; Data access control; Fuzzy trusts; Hospital information systems; Internal attacks; Massive data; Medical big data; Model-based OPC; Trust evaluation; Trust predictions; Regression analysis",Article,Scopus,2-s2.0-85123609408
"Malik P.K., Singh R., Gehlot A., Akram S.V., Kumar Das P.","55137130500;55613230383;56613481200;57222756774;57222493459;","Village 4.0: Digitalization of village with smart internet of things technologies",2022,"Computers and Industrial Engineering","165",,"107938","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123425205&doi=10.1016%2fj.cie.2022.107938&partnerID=40&md5=af61bf89bec72e288c4037ff0a41dd68","The United Nations (UN) 2030 Agenda makes it clear that growth and sustainable management are not confined to cities, but also to those living in rural and villages. In addition, the villages are the heart of every nation, the villages not only support and maintain the geological ecosystem but also have a great impact on the economic and social ecosystem. Currently, digital technologies have had a big influence on smart cities in terms of digitalization, and with the same motivation, these technologies may also help to build the digital and smart village. In this study, we present a detailed discussion of the implementation of smart and digital villages with different new digital technologies. In addition, we also present the possible enhancements in the village with the digitized village concept. From the discussion on the smart village, it is concluded that digitization is only possible if a reliable and robust network and communication infrastructure is installed in the village area. © 2022","Artificial Intelligence; Big data; Blockchain; Digitalization; Smart ecosystem; Village","Big data; Blockchain; Ecosystems; Internet of things; Block-chain; Digital technologies; Digitalization; Growth management; Internet of things technologies; Management IS; Smart ecosystem; Social ecosystems; Sustainable management; United Nations; Rural areas",Article,Scopus,2-s2.0-85123425205
"Bai J., Hager W.W., Zhang H.","56337105900;7202227743;57196154282;","An inexact accelerated stochastic ADMM for separable convex optimization",2022,"Computational Optimization and Applications","81","2",,"479","518",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122854000&doi=10.1007%2fs10589-021-00338-8&partnerID=40&md5=6ad30beec702185134539ec9b218a9a4","An inexact accelerated stochastic Alternating Direction Method of Multipliers (AS-ADMM) scheme is developed for solving structured separable convex optimization problems with linear constraints. The objective function is the sum of a possibly nonsmooth convex function and a smooth function which is an average of many component convex functions. Problems having this structure often arise in machine learning and data mining applications. AS-ADMM combines the ideas of both ADMM and the stochastic gradient methods using variance reduction techniques. One of the ADMM subproblems employs a linearization technique while a similar linearization could be introduced for the other subproblem. For a specified choice of the algorithm parameters, it is shown that the objective error and the constraint violation are O(1 / k) relative to the number of outer iterations k. Under a strong convexity assumption, the expected iterate error converges to zero linearly. A linearized variant of AS-ADMM and incremental sampling strategies are also discussed. Numerical experiments with both stochastic and deterministic ADMM algorithms show that AS-ADMM can be particularly effective for structured optimization arising in big data applications. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Accelerated gradient method; Accelerated stochastic ADMM; AS-ADMM; Big data; Complexity; Convex optimization; Inexact stochastic ADMM; Separable structure","Big data; Convex optimization; Data mining; Functions; Gradient methods; Linearization; Accelerated gradient method; Accelerated stochastic ADMM; Accelerated stochastic alternating direction method of multiplier; Alternating directions method of multipliers; Complexity; Convex optimisation; Gradient's methods; Inexact stochastic ADMM; Separable structure; Stochastics; Stochastic systems",Article,Scopus,2-s2.0-85122854000
"Shen Y., Song Z., Kusiak A.","57222014024;35321474100;26643635700;","Enhancing the generalizability of predictive models with synergy of data and physics",2022,"Measurement Science and Technology","33","3","034002","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122626087&doi=10.1088%2f1361-6501%2fac3944&partnerID=40&md5=638fd6fc809182a942c0d6ebf3745e0d","Wind farms require predictive models for predictive maintenance. There is a need to predict values of non-observable parameters beyond ranges reflected in available data. A predictive model developed for one machine many not perform well for another similar machine. This is usually due to a lack of generalizability of data-driven models. To increase the generalizability of predictive models, this research integrates data mining with first-principle knowledge. Physics-based principles are combined with machine learning algorithms through feature engineering, strong rules and divide-and-conquer. The proposed synergy concept is illustrated with a wind turbine blade icing prediction and achieves significant predictive accuracy across different turbines. The proposed process should be widely accepted by wind energy predictive maintenance practitioners because of its simplicity and efficiency. Furthermore, the testing scores of KNN, CART and DNN algorithms are increased by 44.78%, 32.72% and 9.13%, respectively, with our proposed process. We demonstrate the importance of embedding physical principles within the machine learning process, and also highlight an important point that the need for more complex machine learning algorithms in industrial big data mining is often much less than it is in other applications, making it essential to incorporate physics and follow the 'less is more' philosophy. © 2021 IOP Publishing Ltd.","industrial big data; machine learning; physical principle; predictive model; process engineering; wind turbine blade icing","Big data; Data mining; Learning algorithms; Machine learning; Turbine components; Wind power; Wind turbines; Industrial big data; Machine learning algorithms; Non-observable; Observable parameters; Physical principles; Predictive maintenance; Predictive models; Wind farm; Wind turbine blade icing; Wind turbine blades; Turbomachine blades",Article,Scopus,2-s2.0-85122626087
"Sandhu A.K.","57407603600;","Big Data with Cloud Computing: Discussions and Challenges",2022,"Big Data Mining and Analytics","5","1",,"","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122612400&doi=10.26599%2fBDMA.2021.9020016&partnerID=40&md5=a0a03259e5e0f7f27ee4ee118d31f985","With the recent advancements in computer technologies, the amount of data available is increasing day by day. However, excessive amounts of data create great challenges for users. Meanwhile, cloud computing services provide a powerful environment to store large volumes of data. They eliminate various requirements, such as dedicated space and maintenance of expensive computer hardware and software. Handling big data is a time-consuming task that requires large computational clusters to ensure successful data storage and processing. In this work, the definition, classification, and characteristics of big data are discussed, along with various cloud services, such as Microsoft Azure, Google Cloud, Amazon Web Services, International Business Machine cloud, Hortonworks, and MapR. A comparative analysis of various cloud-based big data frameworks is also performed. Various research challenges are defined in terms of distributed database storage, data security, heterogeneity, and data visualization. © The author(s) 2022.","big data; cloud computing; data analysis; Hadoop","Cloud computing; Cloud data security; Data visualization; Digital storage; Distributed database systems; Web services; Windows operating system; Cloud computing services; Cloud services; Cloud-computing; Computational cluster; Computer technology; Data storage; Hadoop; Hardware and software; Large volumes; Time-consuming tasks; Big data",Article,Scopus,2-s2.0-85122612400
"Li F., Yu X., Ge R., Wang Y., Cui Y., Zhou H.","13408731100;57214826350;57208129083;57218680963;57222631836;23062556900;","BCSE: Blockchain-based trusted service evaluation model over big data",2022,"Big Data Mining and Analytics","5","1",,"1","14",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122609903&doi=10.26599%2fBDMA.2020.9020028&partnerID=40&md5=b0febc9a3ceaab8fbc30ffcd1e8296f1","The blockchain, with its key characteristics of decentralization, persistence, anonymity, and auditability, has become a solution to overcome the overdependence and lack of trust for a traditional public key infrastructure on third-party institutions. Because of these characteristics, the blockchain is suitable for solving certain open problems in the service-oriented social network, where the unreliability of submitted reviews of service vendors can cause serious security problems. To solve the unreliability problems of submitted reviews, this paper first proposes a blockchain-based identity authentication scheme and a new trusted service evaluation model by introducing the scheme into a service evaluation model. The new trusted service evaluation model consists of the blockchain-based identity authentication scheme, evaluation submission module, and evaluation publicity module. In the proposed evaluation model, only users who have successfully been authenticated can submit reviews to service vendors. The registration and authentication records of users' identity and the reviews for service vendors are all stored in the blockchain network. The security analysis shows that this model can ensure the credibility of users' reviews for service vendors, and other users can obtain credible reviews of service vendors via the review publicity module. The experimental results also show that the proposed model has a lower review submission delay than other models. © 2018 Tsinghua University Press.","blockchain; identity authentication; social network; trusted service evaluation model","Authentication; Big data; Public key cryptography; Social networking (online); Authentication scheme; Block-chain; Decentralisation; Evaluation models; Identity authentication; Key characteristics; Public key infrastructure; Service evaluation; Social network; Trusted service evaluation model; Blockchain",Article,Scopus,2-s2.0-85122609903
"Lai X., Zhang S., Mao N., Liu J., Chen Q.","49861520200;57211147871;57404893800;55850202300;57404893900;","Kansei engineering for new energy vehicle exterior design: An internet big data mining approach",2022,"Computers and Industrial Engineering","165",,"107913","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122539330&doi=10.1016%2fj.cie.2021.107913&partnerID=40&md5=5eb1cdde636d5540f517cd582e14e9c5","New energy vehicles (NEVs) such as electronic cars represent a major trend in the automobile industry, where most their exterior designs still follow those of convention fuelled vehicles (FVs). It is important to investigate whether NEV users have unique requirements that differ from those of traditional users. Kansei engineering is a practical tool for perceptual demand analysis. However, the conventional method requires questionnaires or surveys to perform limited data collection. In this study, we utilised massive internet data to collect user Kansei requirements for NEV exterior design. The Scrapy crawler was adopted for data collection and a bidirectional long short-term memory, conditional random field, and multilayer perceptron framework was developed for text mining. To quantify design features and Kansei image scores, a hybrid Apriori + structural equation model (SEM) system is proposed, where the data-driven Apriori algorithm can explore the hidden relationships in big user generated comments, while the SEM model captures the users’ behaviour and decision procedure so that to provide interpretable results. In addition, the association rules mined from user comments by Apriori can facilitate the specification of a complicated SEM model, substantially reducing the modelling and calibration effort. Goodness-of-fit results suggest that the proposed model outperforms conventional models. A case study on 1805 automobiles, 287 brands, and 369105 comments was conducted and the results suggest that some design features that would increase the Kansei image scores for conventional FVs may have the opposite effect on NEVs. Discussions on engineering and managerial insights are presented and the discovered rules and relationships are employed to develop a design-aided system. © 2021 Elsevier Ltd","Automobile exterior; Deep learning; Kansei engineering; Structural equation model; Text mining","Automobiles; Automotive industry; Big data; Data mining; Deep learning; Surveys; Apriori; Automobile exterior; Data collection; Deep learning; Design features; Exterior designs; Kansei Engineering; Kansei images; New energy vehicles; Structural equation models; Data acquisition",Article,Scopus,2-s2.0-85122539330
"Wang W., Guo H., Li X., Tang S., Xia J., Lv Z.","56828395700;57403680100;56829171600;56699170500;42561913500;55925162500;","Deep learning for assessment of environmental satisfaction using BIM big data in energy efficient building digital twins",2022,"Sustainable Energy Technologies and Assessments","50",,"101897","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122466729&doi=10.1016%2fj.seta.2021.101897&partnerID=40&md5=865b7415f5d32a8a6cecf98380800c0a","Energy efficient Building Digital Twins (BDTs) are researched using Building Information Model (BIM) to explore the key techniques of Digital Twins (DTs). DTs in buildings can be regarded as an expression of “BIM+,” born to digital descriptions. Comprehensive perception of physical systems is the preconditions for DTs implementation. BIM's energy-saving design includes the selection of building orientation and building shape. BIM energy consumption analysis can compare different materials, examine the performance of various materials, and select the most suitable and most energy-efficient materials for building structure maintenance. Data Fusion Algorithm (DFA) in Wireless Sensor Networks (WSNs) is improved. A novel DFA is constructed by combining Backpropagation Neural Network (BPNN) with Dynamic Host Configuration Protocol (DCHP), recorded as BP-DCHP. Simulation experiment proves that BP-DCHP can prolong sensor nodes’ survival time and provide the highest data fusion quality. BP-DCHP runs for about 310 s, 500 s, and 705 s in WSNs consisting of 20, 50, and 100 WSNs, respectively. Moreover, BP-DCHP can provide higher quality given insufficient data fusion degree. Once the WSNs consume 50% of the total initial energy, BP-DCHP presents a shorter network delay, only 0.6 s on average in the 100-sensor-node-WSN. To validate BDTs’ effectiveness, the environmental satisfaction of residents from two Beijing intelligent communities is assessed using Deep Learning (DL) approach. Taking the data as the clue, the study establishes DTs serving the application of urban scene, which plays a certain role in promoting the technological innovation of BDTs, better optimizing the city and managing the city. © 2021 Elsevier Ltd","Assessment of environmental satisfaction; BIM big data; Building digital twins; Deep learning; Energy efficient building","Architectural design; Data fusion; Deep learning; E-learning; Energy efficiency; Energy utilization; Neural networks; Sensor nodes; Assessment of environmental satisfaction; Building digital twin; Building information model big data; Building Information Modelling; Data fusion algorithm; Deep learning; Dynamic host configuration protocols; Energy efficient building; In-buildings; Protocol cans; Big data; artificial neural network; building; comparative study; computer simulation; energy efficiency; environmental assessment; experimental study; information system; numerical model; technological development; urban area; Beijing [Beijing (ADS)]; Beijing [China]; China",Article,Scopus,2-s2.0-85122466729
"Wu H., Luo X., Zhou M., Rawa M.J., Sedraoui K., Albeshri A.","57212467482;36460171200;7403506743;55290678700;6507325355;36617092600;","A PID-incorporated Latent Factorization of Tensors Approach to Dynamically Weighted Directed Network Analysis",2022,"IEEE/CAA Journal of Automatica Sinica","9","3",,"533","546",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122361420&doi=10.1109%2fJAS.2021.1004308&partnerID=40&md5=4e05e5b1a8965eb5558f2c8fd5bd5591","A large-scale dynamically weighted directed network (DWDN) involving numerous entities and massive dynamic interaction is an essential data source in many big-data-related applications, like in a terminal interaction pattern analysis system (TIPAS). It can be represented by a high-dimensional and incomplete (HDI) tensor whose entries are mostly unknown. Yet such an HDI tensor contains a wealth knowledge regarding various desired patterns like potential links in a DWDN. A latent factorization-of-tensors (LFT) model proves to be highly efficient in extracting such knowledge from an HDI tensor, which is commonly achieved via a stochastic gradient descent (SGD) solver. However, an SGD-based LFT model suffers from slow convergence that impairs its efficiency on large-scale DWDNs. To address this issue, this work proposes a proportional-integral-derivative (PID)-incorporated LFT model. It constructs an adjusted instance error based on the PID control principle, and then substitutes it into an SGD solver to improve the convergence rate. Empirical studies on two DWDNs generated by a real TIPAS show that compared with state-of-the-art models, the proposed model achieves significant efficiency gain as well as highly competitive prediction accuracy when handling the task of missing link prediction for a given DWDN. © 2014 Chinese Association of Automation.","Big data; high dimensional and incomplete (HDI) tensor; latent factorization-of-tensors (LFT); machine learning; missing data; optimization; proportional-integral-derivative (PID) controller","Artificial intelligence; Big data; Data mining; Efficiency; Factorization; Learning systems; Optimization; Proportional control systems; Stochastic models; Stochastic systems; Three term control systems; Two term control systems; Directed network; High dimensional and incomplete tensor; High-dimensional; Higher-dimensional; Latent factorization-of-tensor; Missing data; Optimisations; Proportional-integral-derivatives controllers; Stochastic gradient descent; Tensor model; Tensors",Article,Scopus,2-s2.0-85122361420
"Rafiq R., Ahmed T., Yusuf Sarwar Uddin M.","57202333012;57219296934;57195871567;","Structural modeling of COVID-19 spread in relation to human mobility",2022,"Transportation Research Interdisciplinary Perspectives","13",,"100528","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122196955&doi=10.1016%2fj.trip.2021.100528&partnerID=40&md5=17ec86c06787029574fbbcfbe3e018b3","Human mobility is considered as one of the prominent non-pharmaceutical interventions to control the spread of the pandemic (positive effect from mobility to infection). Conversely, the spread of the pandemic triggered massive changes to people's daily schedules by limiting their movement (negative effect from infection to mobility). The purpose of this study is to investigate this bi-directional relationship between human mobility and COVID-19 spread across U.S. counties during the early phase of the pandemic when infection rates were stabilizing and activity-travel behavior reflected a fairly steady return to normal following the drastic changes observed during the pandemic's initial shock. In particular, we applied Structural Regression (SR) model to investigate a bi-directional relationship between COVID-19 infection rate and the degree of human mobility in a county in association with socio-demographic and location characteristics of that county, and state-wide COVID-19 policies. Combining U.S. county-level cross-sectional data from multiple sources, our model results suggested that during the study period, human mobility and infection rate in a county both influenced each other, but in an opposite direction. Metropolitan counties experienced higher infection and lower mobility than non-metropolitan counties in the early stage of the pandemic. Counties with highly infected neighboring counties and more external trips had a higher infection rate. During the study period, community mitigation strategies, such as stay at home order, emergency declaration, and non-essential business closure significantly reduced mobility whereas public mask mandate significantly reduced infection rates. The findings of this study will provide important insights to policy makers in understanding the two-way relationship between human mobility and COVID-19 spread and to derive mobility-driven policy actions accordingly. © 2021 The Author(s)","Big data; COVID-19 pandemic; COVID-19 policies; Human mobility; Infection rate; Latent factor; SEM; Spatial effect",,Article,Scopus,2-s2.0-85122196955
