Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Nazar N., Aleti A., Zheng Y.","57140861200;35092219900;57226183539;","Feature-based software design pattern detection",2022,"Journal of Systems and Software","185",,"111179","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121212481&doi=10.1016%2fj.jss.2021.111179&partnerID=40&md5=ce9a29a5caa9b86b62190eb575e815d4","Software design patterns are standard solutions to common problems in software design and architecture. Knowing that a particular module implements a design pattern is a shortcut to design comprehension. Manually detecting design patterns is a time consuming and challenging task, therefore, researchers have proposed automatic design pattern detection techniques. However, these techniques show low performance for certain design patterns. In this work, we introduce a design pattern detection approach, DPDF that improves the performance over the state-of-the-art by using code features with machine learning classifiers to automatically train a design pattern detector. DPDF creates a semantic representation of Java source code using the code features and the call graph, and applies the Word2Vec algorithm on the semantic representation to construct the word-space geometric model of the Java source code. DPDF then builds a machine learning classifier trained on a labelled dataset and identifies software design patterns with over 80% Precision and over 79% Recall. Additionally, we have compared DPDF with two existing design pattern detection techniques namely FeatureMaps &amp; MARPLE-DPD. Empirical results demonstrate that our approach outperforms the existing approaches by approximately 35% and 15% respectively in terms of Precision. The run-time performance also supports the practical applicability of our classifier. © 2021 Elsevier Inc.","Code features; Machine learning; Software design patterns; Word-space-model","Classification (of information); Feature extraction; Java programming language; Semantics; Software design; Code feature; Design pattern detections; Design Patterns; Java source codes; Performance; Semantic representation; Software design patterns; Space models; Word spaces; Word-space-model; Machine learning",Article,Scopus,2-s2.0-85121212481
"Smith E., Papadopoulos D., Braschler M., Stockinger K.","57224807287;57195630441;6603066610;6603748288;","LILLIE: Information extraction and database integration using linguistics and learning-based algorithms",2022,"Information Systems","105",,"101938","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120964492&doi=10.1016%2fj.is.2021.101938&partnerID=40&md5=5a89b2ea4efbc5e9f8167be1abcf3f9c","Querying both structured and unstructured data via a single common query interface such as SQL or natural language has been a long standing research goal. Moreover, as methods for extracting information from unstructured data become ever more powerful, the desire to integrate the output of such extraction processes with “clean”, structured data grows. We are convinced that for successful integration into databases, such extracted information in the form of “triples” needs to be both (1) of high quality and (2) have the necessary generality to link up with varying forms of structured data. It is the combination of both these aspects, which heretofore have been usually treated in isolation, where our approach breaks new ground. The cornerstone of our work is a novel, generic method for extracting open information triples from unstructured text, using a combination of linguistics and learning-based extraction methods, thus uniquely balancing both precision and recall. Our system called LILLIE (LInked Linguistics and Learning-Based Information Extractor) uses dependency tree modification rules to refine triples from a high-recall learning-based engine, and combines them with syntactic triples from a high-precision engine to increase effectiveness. In addition, our system features several augmentations, which modify the generality and the degree of granularity of the output triples. Even though our focus is on addressing both quality and generality simultaneously, our new method substantially outperforms current state-of-the-art systems on the two widely-used CaRB and Re-OIE16 benchmark sets for information extraction. We have made our code publicly available to facilitate further research. © 2021 The Authors","Data integration; Information extraction; Machine learning for database systems","Balancing; Benchmarking; Data mining; Database systems; Information retrieval; Information use; Linguistics; Machine learning; Natural language processing systems; Query processing; Search engines; Databases integrations; Information extraction; Learning-based algorithms; Machine learning for database system; Natural languages; Query interfaces; Research goals; SQL languages; Structured data; Unstructured data; Data integration",Article,Scopus,2-s2.0-85120964492
"Zeng J., Liu T., Jia W., Zhou J.","57225026342;57215717029;26643193700;55938080200;","Relation construction for aspect-level sentiment classification",2022,"Information Sciences","586",,,"209","223",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120964385&doi=10.1016%2fj.ins.2021.11.081&partnerID=40&md5=e430496b883eeb98090afe8f6ec1df79","Aspect-level sentiment classification aims to obtain fine-grained sentiment polarities of different aspects in one sentence. Most existing approaches handle the classification by acquiring the importance of context words towards each given aspect individually, and ignore the benefits brought by aspect relations. Since the sentiment of one aspect can be deduced through their relationship according to other aspects, in this paper, we propose a novel relation construction multi-task learning network (RMN), which is the first attempt to extract aspect relations as an auxiliary classification task. RMN generates aspect representations through graph convolution networks with a semantic dependency graph and utilizes the bi-attention mechanism to capture the relevance between the aspect and the context. Unlike conventional multi-task learning methods that need extra datasets, we construct an auxiliary relation-level classification task that extracts aspect relations from the original dataset with shared parameters. Extensive experiments on five public datasets from SemEval 14, 15, 16 and MAMS show that our RMN improves about 0.09% to 0.8% on accuracy and about 0.04% to 1.19% on F1 score, compared to several comparative baselines. © 2021 Elsevier Inc.","Aspect relations; Aspect-level; Graph convolutional network; Sentiment analysis","Classification (of information); Convolution; Convolutional neural networks; Learning systems; Semantics; Aspect relation; Aspect-level; Classification tasks; Context-word; Convolutional networks; Fine grained; Graph convolutional network; Semantic dependency; Sentiment analysis; Sentiment classification; Sentiment analysis",Article,Scopus,2-s2.0-85120964385
"González-Peña P., Coventry K.R., Bayliss A.P., Doherty M.J.","57218464106;57207525464;7005185834;7203078266;","The extended development of mapping spatial demonstratives onto space",2022,"Journal of Experimental Child Psychology","215",,"105336","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120941051&doi=10.1016%2fj.jecp.2021.105336&partnerID=40&md5=38ddec13f9d8798d41145f48fcd7d7f3","Spatial demonstratives (this and that in English) convey distance relative to speaker (within reach vs. out of reach) and object characteristics such as ownership. Previous studies indicate that object characteristics affect adult demonstrative choice, for example, greater use of this for owned objects. Here, production of spatial demonstratives was studied developmentally to identify when demonstrative production is sensitive to both distance and ownership. In two experiments, 7-year-olds, 11-year-olds, and adults completed an object location memory task, and a language task eliciting this or that to indicate an object. Results indicate that adult-like demonstrative production starts around 7 years of age and continues to develop beyond 11 years. Nonlinguistic spatial memory did not vary significantly across age groups. Spatial demonstratives encode both semantic and spatial object characteristics throughout development, revealing the fundamental importance of semantic factors for demonstrative production. © 2021 Elsevier Inc.","Language development; Object knowledge; Ownership; Spatial demonstratives; Spatial memory; Spatial representation","adult; article; child; female; groups by age; human; human experiment; language development; language test; male; school child; spatial memory; depth perception; language; semantics; spatial memory; Adult; Humans; Language; Semantics; Space Perception; Spatial Memory",Article,Scopus,2-s2.0-85120941051
"Fernandez-Fernandez R., Victores J.G., Gago J.J., Estevez D., Balaguer C.","57195303930;36716896800;57205486919;57136692300;6701864168;","Neural Policy Style Transfer",2022,"Cognitive Systems Research","72",,,"23","32",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120895759&doi=10.1016%2fj.cogsys.2021.11.003&partnerID=40&md5=483b25b250e76065aef183685a708222","Style Transfer has been proposed in a number of fields: fine arts, natural language processing, and fixed trajectories. We scale this concept up to control policies within a Deep Reinforcement Learning infrastructure. Each network is trained to maximize the expected reward, which typically encodes the goal of an action, and can be described as the content. The expressive power of deep neural networks enables encoding a secondary task, which can be described as the style. The Neural Policy Style Transfer (NPST)1 algorithm is proposed to transfer the style of one policy to another, while maintaining the content of the latter. Different policies are defined via Deep Q-Network architectures. These models are trained using demonstrations through Inverse Reinforcement Learning. Two different sets of user demonstrations are performed, one for content and other for style. Different styles are encoded as defined by user demonstrations. The generated policy is the result of feeding a content policy and a style policy to the NPST algorithm. Experiments are performed in a catch-ball game inspired by the Deep Reinforcement Learning classical Atari games; and a real-world painting scenario with a full-sized humanoid robot, based on previous works of the authors. The implementation of three different Q-Network architectures (Shallow, Deep and Deep Recurrent Q-Network) to encode the policies within the NPST framework is proposed and the results obtained in the experiments with each of these architectures compared. © 2021 Elsevier B.V.","Deep learning; Deep reinforcement learning; Robotics; Style Transfer","Anthropomorphic robots; Deep neural networks; Demonstrations; Encoding (symbols); Learning algorithms; Natural language processing systems; Network architecture; Recurrent neural networks; Control policy; Deep learning; Expressive power; Fine arts; Humanoid robot; Inverse reinforcement learning; Real-world; Secondary tasks; Style transfer; Reinforcement learning; analytic method; architecture; Article; artificial neural network; back propagation; controlled study; deep learning; deep neural network; human; information processing; neural policy style transfer; painting; reinforcement (psychology)",Article,Scopus,2-s2.0-85120895759
"Malik S., Shoaib U., Bukhari S.A.C., El Sayed H., Khan M.A.","57214873519;38362474300;57196354764;10739584700;35190505200;","A hybrid query expansion framework for the optimal retrieval of the biomedical literature",2022,"Smart Health","23",,"100247","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120893066&doi=10.1016%2fj.smhl.2021.100247&partnerID=40&md5=68c304e7a7990c81f2d2b6a9c522a49a","With the proliferation of biomedical literature, it is quite challenging for biomedical scientists to keep them updated with the new advancements. In biomedical literature retrieval systems, the keywords in the user-defined queries are often defined with various lexical variants consequently leading to the vocabulary mismatch (VM). One possible way to cope with these issues is to introduce a query expansion (QE) framework to enrich the original queries with the auxiliary semantically similar terms for each keyword mentioned in a query. In this research, we propose a biomedical QE framework to alleviate the VM. The proposed approach combines the clinical diagnosis information (CDI) and word embeddings (WEs) simultaneously to retrieve the relevant biomedical literature. The process of embeddings vocabulary terms as real-valued and low dimensional vectors referred to as word embedding has garnered significant attention by potentially capturing the implicit semantics. We have exploited threefold word embeddings (Domain-Specific, Domain-Agnostic, and Hybrid) and integrated the embeddings outcomes with the CDI to get the best query combination for the efficient retrieval of biomedical literature. Experimental results procured for the Text REtrieval Conference dataset showed that CDI, when used with the hybrid word embeddings surpassed the WEs trained for the domain-specific and domain-agnostic data. The results demonstrate that the utilization of this unique setup of merging two techniques is a valuable addition to the QE process leading to significantly improved precision rate and VM in biomedical literature retrieval. We hope that our approach would assist investigators to use this query combination to retrieve relevant articles. © 2021 Elsevier Inc.","Markov random field; Query expansion; Semantics; Vocabulary mismatch; Word embeddings","Agnostic; article; attention; diagnosis; embedding; human; information retrieval; Markov random field; semantics; vocabulary",Article,Scopus,2-s2.0-85120893066
"Cha P., Ginsparg P., Wu F., Carrasquilla J., McMahon P.L., Kim E.-A.","57218424046;6602339160;57211776387;24278799300;35792524800;57365353700;","Attention-based quantum tomography",2022,"Machine Learning: Science and Technology","3","1","01LT01","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120753676&doi=10.1088%2f2632-2153%2fac362b&partnerID=40&md5=58a81249e7f0a3c3b5fc8bb873984c91","With rapid progress across platforms for quantum systems, the problem of many-body quantum state reconstruction for noisy quantum states becomes an important challenge. There has been a growing interest in approaching the problem of quantum state reconstruction using generative neural network models. Here we propose the ‘attention-based quantum tomography’ (AQT), a quantum state reconstruction using an attention mechanism-based generative network that learns the mixed state density matrix of a noisy quantum state. AQT is based on the model proposed in ‘Attention is all you need’ by Vaswani et al (2017 NIPS) that is designed to learn long-range correlations in natural language sentences and thereby outperform previous natural language processing (NLP) models. We demonstrate not only that AQT outperforms earlier neural-network-based quantum state reconstruction on identical tasks but that AQT can accurately reconstruct the density matrix associated with a noisy quantum state experimentally realized in an IBMQ quantum computer. We speculate the success of the AQT stems from its ability to model quantum entanglement across the entire quantum system much as the attention model for NLP captures the correlations among words in a sentence. © 2021 The Author(s). Published by IOP Publishing Ltd","Deep learning; IBMQ; Quantum state tomography; Transformer","Deep learning; Natural language processing systems; Quantum computers; Quantum entanglement; Tomography; Deep learning; Density matrix; IBMQ; Learn+; Quantum state; Quantum state reconstruction; Quantum state tomography; Quantum system; Quantum tomography; Transformer; Quantum optics",Article,Scopus,2-s2.0-85120753676
"Das B., Majumder M., Sekh A.A., Phadikar S.","57195314718;54788156300;57220090017;26638877000;","Automatic question generation and answer assessment for subjective examination",2022,"Cognitive Systems Research","72",,,"14","22",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120697514&doi=10.1016%2fj.cogsys.2021.11.002&partnerID=40&md5=de2120bc7e6332e88564a66d5d39da66","Automatic generation of questions and evaluating their answers is a highly challenging task in natural language processing and educational technology. This work focuses on generating subjective questions and also an evaluation system is suggested for assessing the answers. For generating the questionnaires, key-phrases are extracted from the course curriculum (syllabus). Next, based on the key-phrases, different types of subjective questions are generated. Finally, the evaluation of student's responses is achieved using a multi-criteria-decision-making approach. It uses a set of model answers taken from different textbooks and subject experts to evaluate the answers. Multiple measures are used to assess the answers by comparing them with this model set. The results of the profound system reveal that the automated appraisal process can reduce the manual effort of the human. © 2021 Elsevier B.V.","Automatic answer evaluation; Keyword extraction; Multi-criteria-decision making; Question generation; Subjective examination","Decision making; Surveys; Automatic answer evaluation; Automatic Generation; Key-phrase; Keywords extraction; Multi criteria decision-making; Multicriteria decision-making; Multicriterion decision makings; Question generation; Student response; Subjective examination; Natural language processing systems; article; curriculum; extraction; human; human experiment; multicriteria decision analysis; questionnaire",Article,Scopus,2-s2.0-85120697514
"Bashath S., Perera N., Tripathi S., Manjang K., Dehmer M., Streib F.E.","57202098975;56898704900;57197323715;57219339880;13404645900;57364567000;","A data-centric review of deep transfer learning with applications to text data",2022,"Information Sciences","585",,,"498","528",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120668947&doi=10.1016%2fj.ins.2021.11.061&partnerID=40&md5=66cbc6a406237f85ed9c52849369d645","In recent years, many applications are using various forms of deep learning models. Such methods are usually based on traditional learning paradigms requiring the consistency of properties among the feature spaces of the training and test data and also the availability of large amounts of training data, e.g., for performing supervised learning tasks. However, many real-world data do not adhere to such assumptions. In such situations transfer learning can provide feasible solutions, e.g., by simultaneously learning from data-rich source data and data-sparse target data to transfer information for learning a target task. In this paper, we survey deep transfer learning models with a focus on applications to text data. First, we review the terminology used in the literature and introduce a new nomenclature allowing the unequivocal description of a transfer learning model. Second, we introduce a visual taxonomy of deep learning approaches that provides a systematic structure to the many diverse models introduced until now. Furthermore, we provide comprehensive information about text data that have been used for studying such models because only by the application of methods to data, performance measures can be estimated and models assessed. © 2021 The Author(s)","Deep learning; Domain adaptation; Machine learning; Natural language processing; Transfer learning","Deep learning; Learning algorithms; Terminology; Data centric; Deep learning; Domain adaptation; Learning models; Learning paradigms; Property; Text data; Traditional learning; Training data; Transfer learning; Natural language processing systems",Article,Scopus,2-s2.0-85120668947
"Nguyen Q.N., Sidorova A., Torres R.","57193231466;8889923500;55711254400;","User interactions with chatbot interfaces vs. Menu-based interfaces: An empirical study",2022,"Computers in Human Behavior","128",,"107093","","",,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120502436&doi=10.1016%2fj.chb.2021.107093&partnerID=40&md5=e6fad766acae1aa35a39422a9c143189","Rapid advances in Natural Language Processing (NLP) are transforming customer service by making it possible to create chatbot applications that can understand users’ intents and response in a human-like manner. Chatbots promise to enhance customer experiences by creating more personal customer interactions than those afforded by traditional menu-based web applications. But are chatbots always superior to more traditional user interfaces (UI)? This study seeks to understand the differences in user satisfaction with a chatbot system vis-a-vis a menu-based interface system, and identify factors that influence user satisfaction. Grounded in the self-determination theory, the research model proposed here focuses on the effect of chatbot use on perceived autonomy, perceived competence, cognitive load, performance satisfaction, and system satisfaction. An experimental study was conducted, and data were analyzed using Partial Least Square Structural Equation Modeling. The findings indicate that chatbot systems lead to a lower level of perceived autonomy and higher cognitive load, compared with menu-based interface systems, resulting in a lower degree of user satisfaction. Implications of these findings for research and practice are discussed. © 2021 Elsevier Ltd","Chatbot; Conversational agent; Human-computer interaction; Self-determination theory; User satisfaction","Cognitive systems; Interactive computer systems; Natural language processing systems; Sales; User interfaces; Chatbots; Cognitive loads; Conversational agents; Customer-service; Empirical studies; Human like; Interface system; Self-determination theories; User interaction; Users' satisfactions; Human computer interaction; article; controlled study; empiricism; experimental study; human; human computer interaction; human experiment; least square analysis; satisfaction; structural equation modeling; theoretical study",Article,Scopus,2-s2.0-85120502436
"Makedonski P., Grabowski J.","35226436100;22334240800;","Facilitating the co-evolution of semantic descriptions in standards and models",2022,"Information and Software Technology","143",,"106763","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120324331&doi=10.1016%2fj.infsof.2021.106763&partnerID=40&md5=188950390609d6364df7e9f04b9db602","Context: Standardised specifications for sophisticated technologies are subdivided in multiple documents maintained by different working groups, typically accompanied by models and other formalised artefacts. As the specifications and the models evolve, ensuring their consistency at scale becomes challenging. Objective: While previous work developed a methodology for facilitating the co-evolution of models and standards, based on the Network Function Virtualisation (NFV) Information Model (IM) and models extracted from the related standardised specifications, the methodology focused on structural aspects only. This article refines the methodology, enabling the alignment of semantic descriptions of information elements and attributes, both across specifications and across information elements. Method: To enable the alignment of semantic descriptions, we extend the methodology by using statistical and visual analyses of terms used in the specifications. The underlying meta-model for the information extracted from the specifications is extended to accommodate the capturing of additional semantic information. Results: We report on our experiences with the application of a prototypical implementation of the methodology during the continued alignment and maintenance of the IM and the related standardised specifications. More than 400 potential inconsistencies were identified, leading to more than 100 contributions, some of which addressed multiple findings. Feedback from the working group provided insights on how to refine the methodology further. Conclusions: Models shall play a more central role and be better integrated throughout the specification development and implementation processes, helping to ensure and maintain consistency among specifications. Our experiences may provide useful insights into ongoing and future initiatives where similar challenges are faced. © 2021 Elsevier B.V.","Duplication; Maintenance; Modelling; Semantics; Standards; Traceability","Alignment; Network function virtualization; Specifications; Co-evolution; Duplication; Information elements; Information Modeling; Modeling; Multiple documents; Semantic descriptions; Structural aspects; Traceability; Working groups; Semantics",Article,Scopus,2-s2.0-85120324331
"Lapeña R., Pérez F., Cetina C., Pastor Ó.","57190120492;36091753500;19933413800;6701438651;","Leveraging BPMN particularities to improve traceability links recovery among requirements and BPMN models",2022,"Requirements Engineering","27","1",,"135","160",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119673826&doi=10.1007%2fs00766-021-00365-1&partnerID=40&md5=e8ced7da71494ba3ccc1f216170e101e","Traceability links recovery (TLR) has been a topic of interest for many years. However, TLR approaches are based on the latent semantics of the software artifacts, and are not equipped to deal with software artifacts that lack those inherent semantics, such as BPMN models. The aim of this work is to enhance TLR approaches in BPMN models by incorporating the linguistic particularities of BPMN models into the TLR process. Our approach runs through a threefold contribution: (1) we identify the particularities of BPMN models; (2) we describe how to leverage the particularities; and (3) we build three variants of the best exploratory TLR approach which specifically cater to BPMN models. The approach is evaluated through both an academic case study and a real-world industrial case study. The results show that incorporating the particularities of BPMN into the TLR process leads the specific approach to improve the traceability results obtained by generalist approaches, maintaining precision levels and improving recall. The novel findings of this paper suggest that there is a benefit in researching and taking in account the particularities of the different kinds of models in order to optimize the results of TLR between requirements and models, instead of relying on generalist approaches. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.","Model-driven software engineering; Requirements engineering; Traceability links recovery","Recovery; Requirements engineering; Software engineering; Case-studies; Latent semantics; Link recoveries; Model-driven software engineerings; Real-world; Recovery process; Requirement engineering; Software artefacts; Traceability link recovery; Traceability links; Semantics",Article,Scopus,2-s2.0-85119673826
"Jiang X.-F., Xiong L., Cen T., Bai L., Zhao N., Zhang J., Zheng C.-J., Jiang T.-Y.","56451931200;57209131640;57349347200;57211559870;57226623414;57222715144;57348927900;57349632300;","Analyst sentiment and earning forecast bias in financial markets",2022,"Physica A: Statistical Mechanics and its Applications","589",,"126601","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119601699&doi=10.1016%2fj.physa.2021.126601&partnerID=40&md5=c347cc186681371c2448e799e26dd266","With the natural language processing technique, we quantitatively measure the sentiment expressed in analyst reports of stock markets. Both the analyst sentiment and the earning forecast biases decrease with the fiscal month. The temporal variation of the earning forecast biases displays an asymmetric behavior, i.e., underestimated initial biases may be corrected by the wisdom of crowds, while overestimated ones could not. The Pearson correlation between the analyst sentiment and the earning forecast errors becomes positive, when approaching the end of the fiscal year. In addition, the analyst sentiment is different from the common investor sentiment. © 2021 Elsevier B.V.","Analyst report; Analyst sentiment; Earning forecast; Financial market","Commerce; Correlation methods; Financial markets; Investments; Natural language processing systems; Analyst report; Analyst sentiment; Asymmetric behaviors; Earnings forecast; Earnings forecast bias; Financial market; Language processing techniques; Pearson correlation; Temporal variation; Wisdom of crowds; Forecasting",Article,Scopus,2-s2.0-85119601699
"Azzolini D., Bellodi E., Ferilli S., Riguzzi F., Zese R.","57204126073;36607390600;35502407200;56232243200;55813375100;","Abduction with probabilistic logic programming under the distribution semantics",2022,"International Journal of Approximate Reasoning","142",,,"41","63",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119493622&doi=10.1016%2fj.ijar.2021.11.003&partnerID=40&md5=4f8086aee8d54713b235f22623a06ebb","In Probabilistic Abductive Logic Programming we are given a probabilistic logic program, a set of abducible facts, and a set of constraints. Inference in probabilistic abductive logic programs aims to find a subset of the abducible facts that is compatible with the constraints and that maximizes the joint probability of the query and the constraints. In this paper, we extend the PITA reasoner with an algorithm to perform abduction on probabilistic abductive logic programs exploiting Binary Decision Diagrams. Tests on several synthetic datasets show the effectiveness of our approach. © 2021 Elsevier Inc.","Abduction; Distribution semantics; Probabilistic logic programming; Statistical relational artificial intelligence","Binary decision diagrams; Computer circuits; Probabilistic logics; Probability distributions; Semantics; Abduction; Abductive logic programming; Abductive logic programs; Distribution semantics; Joint probability; Probabilistic logic programming; Probabilistic logic programs; Probabilistics; Reasoners; Statistical relational artificial intelligence; Logic programming",Article,Scopus,2-s2.0-85119493622
"Wu C., Yao Y., Wu Q., Yang Y., Wu Z., Yang Y., Tian J., Xu K.","57215263147;7403567882;57202392792;57195445741;57254076200;57340296000;57340397200;57226141162;","Different types of noise-like pulse in a nonlinear multimodal interference based mode-locked fiber laser",2022,"Optics and Laser Technology","147",,"107681","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119208522&doi=10.1016%2fj.optlastec.2021.107681&partnerID=40&md5=ab3dddde9369fc312516ee30d8a7212b","In this paper, we employ a symmetrical graded index multimode fiber-step index multimode fiber-graded index multimode fiber (GIMF-SIMF-GIMF) structure as artificial saturable absorber to achieve mode-locked operation in an Erbium-doped fiber laser. After optimizing the cavity length, pump power and orientation of polarization controller, noise-like pulse (NLP) is built in anomalous dispersion region experimentally. It is worth noting that except for the traditional NLP, a special NLP with unique features is obtained whose temporal and spectral properties are different from the known case on NLP reported before. According to the experimental results, we also acquire and compare properties of subpulse within NLP envelope with the change of pump power. Last but not least, harmonic of the peculiar NLP is found under appropriate cavity conditions. © 2021 Elsevier Ltd","Mode-locked fiber laser; Noise-like pulse; Nonlinearity","Fiber lasers; Mode-locked fiber lasers; Multimode fibers; Natural language processing systems; Optical pumping; Cavity length; Erbium-doped fiber lasers; Fibre structure; Graded-Index Multimode fibers; Mode locked operations; Multi-modal; Noise-like pulse; Nonlinearity; Polarization controllers; Pump power; Saturable absorbers",Article,Scopus,2-s2.0-85119208522
"Lin D., Tang J., Li X., Pang K., Li S., Wang T.","57211990431;8701005000;56457212300;56457638600;36634432600;55925347300;","BERT-SMAP: Paying attention to Essential Terms in passage ranking beyond BERT",2022,"Information Processing and Management","59","2","102788","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119203816&doi=10.1016%2fj.ipm.2021.102788&partnerID=40&md5=50850ce52398582c50819124cb80e3df","Passage ranking has attracted considerable attention due to its importance in information retrieval (IR) and question answering (QA). Prior works have shown that pre-trained language models (e.g. BERT) can improve ranking performance. However, these simple BERT-based methods tend to focus on passage terms that exactly match the question, which makes them easily fooled by the overlapping but irrelevant (distracting) passages. To solve this problem, we propose a self-matching attention-pooling mechanism (SMAP) to highlight the Essential Terms in the question-passage pairs. Further, we propose a hybrid passage ranking architecture, called BERT-SMAP, which combines SMAP with BERT to more effectively identify distracting passages and downplay their influence. BERT-SMAP uses the representations obtained through SMAP to enhance BERT's classification mechanism as an interaction-focused neural ranker, and as the inputs of a matching function. Experimental results on three evaluation datasets show that our model outperforms the previous best BERTbase-based approaches, and is comparable to the state-of-the-art method that utilizes a much stronger pre-trained language model. © 2021 Elsevier Ltd","Attention mechanism; Information retrieval; Passage ranking; Pre-trained model; Question answering","Computational linguistics; Natural language processing systems; Attention mechanisms; Classification mechanism; Language model; Matching functions; Matchings; Passage ranking; Pre-trained model; Question Answering; Ranking performance; Simple++; Information retrieval",Article,Scopus,2-s2.0-85119203816
"Navarro-Almanza R., Sanchez M.A., Castro J.R., Mendoza O., Licea G.","57194059186;56757648300;56002749300;22635166300;57195132906;","Interpretable Mamdani neuro-fuzzy model through context awareness and linguistic adaptation",2022,"Expert Systems with Applications","189",,"116098","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118692078&doi=10.1016%2fj.eswa.2021.116098&partnerID=40&md5=356155650afdaa54b276648b9b0a5b72","Interpretable machine learning is trending as it aims to build a human-understandable decision process. There are two main types of machine learning systems: white-box and black-box models. White-box models are inherently interpretable but commonly suffer from under-fitting phenomena; on the other hand, black-box models perform quite well in a wide range of application domain problems, but their reasoning behind a decision is hard or even impossible to understand. In the soft-computing area, fuzzy inference systems are rule-based systems that use fuzzy reasoning, bringing human perception modeling and computing with word capability. These rule-based systems are designed either manually or automatically but are commonly optimized to fit better some phenomena’ data (in a supervised learning task). After the optimization process, the initial semantic meaning of fuzzy sets is modified (slightly, in the best cases), creating a gray-box model. The principal objective of the proposed methodology in this paper is to extract a high-quality rule in terms of comprehensibility, accuracy and fidelity. This is accomplished by using a fuzzy linguistic interpretable model from an optimized neuro-fuzzy model, considering the initial knowledge context with which it was built. A grammar-guided genetic algorithm is used as the optimization process to find the interpretable description of the model. A collection of 16 datasets for classification tasks were used to evaluate our proposal, obtaining an f1-score of 0.814 with 0.026 standard deviation in the optimized model; the obtained fidelity, in terms of similarity from the interpretable model to the optimized one, was 0.93 of mean with 0.018 standard deviation. Obtained results show that neuro-fuzzy systems could play an important role in interpretable machine learning, providing natural language explanations from previous knowledge. © 2021 Elsevier Ltd","Automatic fuzzy rule generation; Fuzzy knowledge base; Grammar-Guide Genetic Algorithms; Interpretable machine learning","Classification (of information); Fuzzy inference; Fuzzy neural networks; Fuzzy systems; Learning algorithms; Machine learning; Semantics; Soft computing; Statistics; Automatic fuzzy rule generation; Black box modelling; Fuzzy knowledge base; Grammar-guide genetic algorithm; Interpretable machine learning; Neuro-fuzzy modeling; Optimisations; Rule generation; Rules based systems; Standard deviation; Genetic algorithms",Article,Scopus,2-s2.0-85118692078
"De Masellis R., Di Francescomarino C., Ghidini C., Tessaris S.","36442172800;25928227700;6701842843;55935585200;","Solving reachability problems on data-aware workflows",2022,"Expert Systems with Applications","189",,"116059","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118496385&doi=10.1016%2fj.eswa.2021.116059&partnerID=40&md5=6487e2ef8ac9439e54c00d3bef8edc66","Recent advances in the field of Business Process Management (BPM) have brought about several suites able to model data objects along with the traditional control flow perspective. Nonetheless, when it comes to formal verification there is still a lack of effective verification tools on imperative data-aware process models and executions: the data perspective is often abstracted away and verification tools are often missing. Automated Planning is one of the core areas of Artificial Intelligence where theoretical investigations and concrete and robust tools have made possible the reasoning about dynamic systems and domains. Moreover planning techniques are gaining popularity in the context of BPM. Starting from these observations, we provide here a concrete framework for formal verification of reachability properties on an expressive, yet empirically tractable class of data-aware process models, an extension of Workflow Nets. Then we provide a rigorous mapping between the semantics of such models and that of three important Automated Planning paradigms: Action Languages, Classical Planning, and Model-Checking. Finally, we perform a comprehensive assessment of the performance of three popular tools supporting the above paradigms in solving reachability problems for imperative data-aware business processes, which paves the way for a theoretically well founded and practically viable exploitation of planning-based techniques on data-aware business processes. © 2021 Elsevier Ltd","Data-aware business process management; Data-aware workflow nets; Formal verification; Model-checking; Planning; Reachability","Concretes; Enterprise resource management; Model checking; Semantics; Automated planning; Business Process; Data-aware business process management; Data-aware workflow nets; Models checking; Process-models; Reachability; Reachability problem; Verification tools; Work-flows; Formal verification",Article,Scopus,2-s2.0-85118496385
