Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Ning Z., Wang T., Zhang K.","56797540900;55390856900;57221087428;","Dynamic event-triggered security control and fault detection for nonlinear systems with quantization and deception attack",2022,"Information Sciences","594",,,"43","59",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124962629&doi=10.1016%2fj.ins.2022.02.019&partnerID=40&md5=2bd147b44a0b39eef497c339fbbaad3e","The event-triggered security control and fault detection for nonlinear systems, in which the output signals are wirelessly transmitted to the control and detection module, is investigated in this paper. In particular, quantization before data transmission and deception attacks during data transmission are considered. To ease the data transmission pressure of wireless networks, a dynamic event-triggered protocol is proposed. Specifically, the triggering threshold changes in accordance with the system state. A stochastic sequence is introduced for modelling the time of occurrence of cyber-attacks within an insecure communication environment. By taking the dynamic event-triggered protocol, signal quantization and randomly occurring deception attacks into account, an integrated dynamic output feedback controller and fault detection filter module is developed. With the proposed design, stochastic stability is obtained, while the expected levels of security control performance and detection performance are also guaranteed. Novel algorithms are proposed for determining the parameters of the controller, filter and dynamic event-triggered protocol. A practical example is given to demonstrate the effectiveness of the proposed design idea. © 2022 Elsevier Inc.","Deception attacks; Dynamic event-triggered protocol; Fault detection; Security control; Signal quantization","Controllers; Cybersecurity; Data transfer; Network security; Nonlinear systems; Quantization (signal); Stochastic systems; Data-transmission; Deception attack; Dynamic event-triggered protocol; Dynamic events; Event-triggered; Faults detection; Quantisation; Security controls; Security faults; Signal quantization; Fault detection",Article,Scopus,2-s2.0-85124962629
"Paya A., Cotarelo A., Redondo J.M.","57452252900;57311793500;16069885800;","Egida: Automated security configuration deployment systems with early error detection",2022,"Computers and Security","116",,"102638","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124608054&doi=10.1016%2fj.cose.2022.102638&partnerID=40&md5=8a37e7ef92a627e185a6b2614dcdf933","Automated deployment of validated security controls is very important to implement defense-in-depth strategies to secure machine infrastructures. This paper describes a technique to perform these deployments in a more controlled way, using a DSL. According to the target machine configuration or characteristics, the DSL provides ways of deploying automated security controls that are less prone to negatively impact legitimate running services, and allows detecting several deployment errors earlier. This helps to better capture system administrator expert knowledge, and share automated security scripts that obtain better hardening results. The initial results of this technique are promising enough to apply them on educational environments, and can be further developed to be applied on production infrastructures. © 2022 Elsevier Ltd","Automation; CIS benchmarks; Defense in depth; Error detection; Security control","Automation; Digital subscriber lines; DSL; Network security; Capture system; CIS benchmark; Defense in depth; Defense in depth strategy; Educational environment; Expert knowledge; Security configurations; Security controls; System administrators; Target machines; Error detection",Article,Scopus,2-s2.0-85124608054
"Latino M.E., Menegoli M., Lazoi M., Corallo A.","57189502513;57194434847;35956315900;14020996400;","Voluntary traceability in food supply chain: a framework leading its implementation in Agriculture 4.0",2022,"Technological Forecasting and Social Change","178",,"121564","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124599243&doi=10.1016%2fj.techfore.2022.121564&partnerID=40&md5=fd07ed7d2ab9ce9d65973cff4f7ee22e","Today, the world faces a big challenge about food quality and safety. Consumers are becoming more careful during their food choices, focusing on food information. Drawing on the Industry 4.0 technologies and methodologies, food companies could adopt traceability systems that are able to collect various types of information along the food supply chain, to satisfy regulation but also to make their work transparent. With the aim of overcoming the current shortcomings in the food traceability framework (e.g., the absence of data visualisation solutions or tools for supply chain actors and consumers, adopting standards for external traceability and data identification, and fulfilling the four Industry 4.0 development dimensions), and considering the sustainability challenges, the aim of this study is to suggest a Framework for Voluntary Food Traceability based on digital technologies and explore its application by means of a case study in an organic olive oil company. The Framework, composed of three building blocks, allows the company to: map supply chain processes, identifying tasks and processes where data was generated, its format and the supply chain owner; select and use technologies to collect and analyse traceability data; and communicate to the end consumer comprehensible and useful food information. © 2022","Agriculture 4.0; Analytics; Business process; Food traceability; Industry 4.0; Internet of Things","Data visualization; Food supply; Industry 4.0; Internet of things; Olive oil; Supply chains; 'current; Agriculture 4.0; Analytic; Business Process; Food companies; Food quality and safeties; Food supply chain; Food traceabilitys; Supply chain actors; Traceability systems; Agriculture",Article,Scopus,2-s2.0-85124599243
"Hou B., Gao J., Guo X., Baker T., Zhang Y., Wen Y., Liu Z.","57220952805;57209399915;57194615827;34267505000;55954386400;26434509000;35115342700;","Mitigating the Backdoor Attack by Federated Filters for Industrial IoT Applications",2022,"IEEE Transactions on Industrial Informatics","18","5",,"3562","3571",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124593058&doi=10.1109%2fTII.2021.3112100&partnerID=40&md5=adbf802f2b50b0af7d685f530e74322c","The federated learning provides an effective solution to train collaborative models over a large scale of participated Industrial Internet of Things (IIoT) applications with the help of a global server, building an intelligent life. However, the federated learning is vulnerable to the backdoor attack from strong malicious participants. The backdoor attack is inconspicuous and may result in devastating consequences. To resist the attack on IIoT applications, we propose the federated backdoor filter defense that can identify backdoor inputs and restore the data to availability by the blur-label-flipping strategy. We build multiple filters with eXplainable AI models on the server and send them to clients randomly, preventing advanced attackers from evading the defense. Our backdoor filters show significant backdoor recognition with the accuracy up to 99%. After the implementation of the blur-label-flipping strategy, victim's local model on suspicious backdoor samples can achieve the accuracy up to 88%. © 2005-2012 IEEE.","Backdoor attacks; backdoor filters; eXplainable AI (XAI) models; federated learning","Bandpass filters; Internet of things; Learning systems; Backdoor attack; Backdoor filter; Backdoors; Collaborative modeling; Effective solution; Explainable AI (XAI) model; Federated filter; Federated learning; Large-scales; Network security",Article,Scopus,2-s2.0-85124593058
"Yamin M.M., Katt B.","57205121104;25824984500;","Modeling and executing cyber security exercise scenarios in cyber ranges",2022,"Computers and Security","116",,"102635","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124547619&doi=10.1016%2fj.cose.2022.102635&partnerID=40&md5=51297a8c08d9a7274eca1189c2fbba7a","The skill shortage in global cybersecurity is a well-known problem; to overcome this issue, cyber ranges have been developed. These ranges provide a platform for conducting cybersecurity exercises; however, conducting such exercises is a complex process because they involve people with different skill sets for the scenario modeling, infrastructure preparation, dry run, execution, and evaluation. This process is very complex and inefficient in terms of time and resources. Moreover, the exercise infrastructure created in current cyber ranges does not reflect the dynamic environment of real-world systems and does not provide adaptability for changing requirements. To tackle these issues, we developed a system that can automate many tasks of the cybersecurity exercise life cycle. We used model-driven approaches to (1) model the roles of the different teams present in the cybersecurity exercises and (2) generate automation artifacts to execute their functions efficiently in an autonomous manner. By executing different team roles such as attackers and defenders, we can add friction in the environment, making it dynamic and realistic. We conducted case studies in the form of operational cybersecurity exercises involving national-level cybersecurity competitions and a university class setting in Norway to evaluate our developed system for its efficiency, adaptability, autonomy, and skill improvement of the exercise participants. In the right conditions, our proposed system could create a complex cybersecurity exercise infrastructure involving 400 nodes with customized vulnerabilities, emulated attackers, defenders, and traffic generators under 40 minutes. It provided a realistic environment for cybersecurity exercises and positively affected the exercise participants’ skill sets. © 2022 Elsevier Ltd","Cyber range; Exercises; Modeling; Scenario; Security","Life cycle; Cybe range; Cyber security; Cyber security exercise; Cybersecurity exercise; Exercise; Modeling; Scenario; Security; Skill sets; Skill shortage; Cybersecurity",Article,Scopus,2-s2.0-85124547619
"Plazas J.E., Bimonte S., Schneider M., de Vaulx C., Battistoni P., Sebillo M., Corrales J.C.","57190188966;15074087900;57210550665;12752657500;57210842442;8393057100;15135119500;","Sense, Transform & Send for the Internet of Things (STS4IoT): UML profile for data-centric IoT applications",2022,"Data and Knowledge Engineering","139",,"101971","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124514827&doi=10.1016%2fj.datak.2021.101971&partnerID=40&md5=2e80ca4a7dc8cdcf5e9d52b360dc7531","The Internet of Things is currently one of the most representative sources of Big Data. It can acquire real-time data from multiple spatially distributed points, allowing for the extraction of valuable insights. However, an appropriate integration, processing, and analysis of these data depends on several factors starting from the correct definition of the information systems. This paper introduces STS4IoT, a UML profile and automatic code-generation tool for model-driven IoT, to address this issue. STS4IoT allows designing and implementing an IoT application from the required data only, bridging the gaps between the IoT and database design worlds. The IoT data design includes both different in-network transformations and the join of streams from multiple sources. Besides, it follows the Model-Driven Architecture (MDA) guidelines to provide abstraction levels oriented to the different roles participating in the application design. The STS4IoT validation shows it has an excellent structure and is highly understandable. Its instance models are well-formed, highly abstract and readable. And the automatic implementation tool can generate complete code for complex real-world applications involving multiple IoT devices. Then, STS4IoT simplifies the definition and development of IoT applications and their integration into other information systems, such as stream data warehouses. © 2021 Elsevier B.V.","Automatic code generation; Data-centric conceptual modelling; Internet of Things; Model-driven architecture","Automatic programming; Data integration; Data warehouses; Information systems; Information use; Internet of things; Network architecture; Software design; Automatic code generations; Code generation tools; Conceptual model; Data centric; Data-centric conceptual modeling; Integration analysis; Integration processing; Model driven architectures; Model-driven; Real-time data; Software architecture",Article,Scopus,2-s2.0-85124514827
"Mehboob R., Dawood H.","57203687151;55375631700;","DEHFF – A hybrid approach based on distinctively encoded fingerprint features for live fingerprint detection",2022,"Biomedical Signal Processing and Control","75",,"103572","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124385249&doi=10.1016%2fj.bspc.2022.103572&partnerID=40&md5=064933d7a79a8f0b16aa7690432129d6","Fingerprint-based biometric systems have elevated industrial standards worldwide through rapid personal verification. The array of identity frauds and cyber-attacks have also jeopardized the security countermeasures of biometric authentication systems. In this paper, an improved feature descriptor named Distinctively Encoded Histogram of Fingerprint Features (DEHFF) is proposed for live fingerprint detection. The DEHFF incorporates the two fundamental features i.e., ridge-valley contrast (ridge contours) and phase (ridge orientation) of fingerprints for liveness detection. The perceived response balances the abrupt intensity variations in the initial pixel information. Further, the Gabor filters are used to extract ridge contour information in the transform domain. Moreover, the objective function based on the Twin Confidence Value is proposed for linear integration of ridge contours extracted by Gabor and perceived spatial stimuli. The Local Phase Quantization utilizing the Point-wise Covariance of Gradients (PCG-LPQri) is proposed to determine the ridge orientation. Both feature sets are exclusively quantized into pre-defined intervals. The quantized features with relevant weights are then registered into a single feature set and represented through a 2-D histogram. Experimental evaluations indicate that the proposed DEHFF is able to reduce the average classification error to 4.01, 1.72, and 4.58% on LivDet 2011, 2013, and 2015, respectively. © 2022 Elsevier Ltd","Biometric authentication systems; Feature integration; Fingerprint liveness detection; Fingerprint texture; Gabor features; Live fingerprints; Presentation attack detection; Spatial stimuli response; Spoof fingerprints","Authentication; Biometrics; Cybersecurity; Feature extraction; Gabor filters; Graphic methods; Network security; Palmprint recognition; Attack detection; Biometric authentication system; Feature integration; Fingerprint liveness detection; Fingerprint texture; Gabor feature; Live fingerprint; Presentation attack detection; Spatial stimulus-response; Spoof fingerprint; Textures",Article,Scopus,2-s2.0-85124385249
"Omar I.A., Debe M., Jayaraman R., Salah K., Omar M., Arshad J.","57215346401;57212602054;14520494400;35617663600;23101060500;26029714200;","Blockchain-based Supply Chain Traceability for COVID-19 personal protective equipment",2022,"Computers and Industrial Engineering","167",,"107995","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124240710&doi=10.1016%2fj.cie.2022.107995&partnerID=40&md5=91f82fee928d852df6659a9d113a8e16","The COVID-19 pandemic has severely impacted many industries, in particular the healthcare sector exposing systemic vulnerabilities in emergency preparedness, risk mitigation, and supply chain management. A major challenge during the pandemic was related to the increased demand for Personal Protective Equipment (PPE), resulting in critical shortages for healthcare and frontline workers. This is due to the lack of information visibility combined with the inability to precisely track product movement within the supply chain, requiring a robust traceability solution. Blockchain technology is a distributed ledger that ensures a transparent, safe, and secure exchange of data among supply chain stakeholders. The advantages of adopting blockchain technology to manage and track PPE products in the supply chain include decentralized control, security, traceability, and auditable time-stamped transactions. In this paper, we present a blockchain-based approach using smart contracts to transform PPE supply chain operations. We propose a generic framework using Ethereum smart contracts and decentralized storage systems to automate the processes and information exchange and present detailed algorithms that capture the interactions among supply chain stakeholders. The smart contract code was developed and tested in Remix environment, and the code is made publicly available on Github. We present detailed cost and security analysis incurred by the stakeholders in the supply chain. Adopting a blockchain-based solution for PPE supply chains is economically viable and provides a streamlined, secure, trusted, and transparent mode of communication among various stakeholders. © 2022 Elsevier Ltd","COVID-19; Cybersecurity; Ethereum; PPE Supply Chain; Traceability","Digital storage; Distributed ledger; Ethereum; Health care; Hydrogen storage; Smart contract; Supply chain management; Block-chain; COVID-19; Cyber security; Emergency preparedness; Equipment supplies; Healthcare sectors; Personal protective equipment; Personal protective equipment supply chain; Risk mitigation; Traceability; Blockchain",Article,Scopus,2-s2.0-85124240710
"He S., Ficke E., Pritom M.M.A., Chen H., Tang Q., Chen Q., Pendleton M., Njilla L., Xu S.","57205445718;57205754578;56644796200;57201909530;57192808992;56399619000;57192640288;57038923900;12241233400;","Blockchain-based automated and robust cyber security management",2022,"Journal of Parallel and Distributed Computing","163",,,"62","82",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124186957&doi=10.1016%2fj.jpdc.2022.01.002&partnerID=40&md5=6b4957d08c1c20c7b26d3a20da468cdf","We initiate the study on the problem of automated and robust Cyber Security Management (CSM). We exemplify the problem by investigating how CSM should respond to the discovery of cyber intelligence that identifies new attackers, victims, or defense capabilities. Given the complexity of CSM, we divide it into three classes, referred to as Network-centric (N-CSM), Tools-centric (T-CSM) and Application-centric (A-CSM). These lead to a range of functions for examining whether, and to what extent, a network has been compromised. Moreover, we propose to incorporate blockchain (via Hyperledger Fabric) to build a decentralized CSM system, dubbed B2CSM, that ensures the retrieval of valid invocation results for CSM purposes. We also integrate B2CSM with a decentralized storage network (DSN), instantiated by InterPlanetary File System (IPFS), to reduce on-chain storage costs without hindering its robustness. We present the design and implementation of the prototype B2CSM system. Experiments with real-world datasets show that the CSM solutions and system are effective and efficient. © 2022 Elsevier Inc.","Blockchain; Cyber security management; Hyperledger fabric; IPFS","Blockchain; Distributed ledger; Network security; Block-chain; Cybe security management; Cyber security; Decentralised; Defense capability; Filesystem; Hyperledg fabric; Interplanetary file system; Network-centric; Security management; Cybersecurity",Article,Scopus,2-s2.0-85124186957
"Thabet M., Hnich B., Berrima M.","57434704000;6602458958;36602107900;","A sampling-based online Co-Location-Resistant Virtual Machine placement strategy",2022,"Journal of Systems and Software","187",,"111215","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123863928&doi=10.1016%2fj.jss.2022.111215&partnerID=40&md5=18ab0f73de561d789e7ba53592c24474","In this paper, we discuss the co-location attack problem in the cloud IaaS from the Virtual Machine (VM) placement strategy perspective. We formulate the online secure optimization VM placement problem in a way that guarantees—apriori—a specified level of security while minimizing the number of used physical servers. To solve such a problem, we propose an approximate online secure VM placement algorithm based on sampling. The polynomial-time algorithm is based on a sound security inference procedure based on the confidence interval estimation method. Our empirical results demonstrate the correctness and the effectiveness of our approach in guaranteeing a Co-Location-Resistant (CLR) VM placement with a specific level of confidence and a threshold error as new incoming VM requests are being assigned to servers online. We compared our algorithm to a CLR alternative presented in Azar et al. (2014). © 2022 Elsevier Inc.","Cloud security; Co-location attack; Co-Location-Resistant assignment; Resource optimization; Sampling; Virtual machines placement","Cloud computing; Cloud security; Inference engines; Location; Polynomial approximation; Virtual machine; Cloud securities; Co-location attack; Co-location-resistant assignment; Colocations; Optimisations; Placement strategy; Resources optimization; Sampling-based; Virtual machine placements; Network security",Article,Scopus,2-s2.0-85123863928
"Jbair M., Ahmad B., Maple C., Harrison R.","57202992796;43561123800;6603067743;57226363738;","Threat modelling for industrial cyber physical systems in the era of smart manufacturing",2022,"Computers in Industry","137",,"103611","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123824750&doi=10.1016%2fj.compind.2022.103611&partnerID=40&md5=83da36c70f2ce23e74e7d4b20ce4b0dc","Cyber security risks are considered to be one of the foremost challenges that face organisations intending to leverage the benefits of the Smart Manufacturing paradigm. Due to the rising number of cyber-attacks that target critical Industrial Cyber-Physical Systems (ICPS), organisations are required to consider such attacks as severe business risks. Therefore, identifying potential cyber threats and analysing their impacts is crucial to business continuity planning. This paper proposes a structured threat modelling approach for ICPS that enables prediction and analysis of cyber risks to protect industrial assets from potential cyber-attacks. The method involves classifying ICPS assets based on criticality, and then analysing the cyber security vulnerabilities, threats, risks, impacts, and countermeasures. The proposed methodology enables end-to-end threat modelling through the development of a new framework that is integrated with VueOne digital twin tool to model and analyse threats throughout ICPS lifecycle, identifying cyber risks and proposing mitigation controls. Moreover, it uses meta-data extracted from VueOne tool to automatically generate the software code and hardware configurations that can be directly deployed on ICPS assets in order to implement the countermeasures, thereby protecting them from these potential cyber-attacks. The proposed solution has been implemented on a Festo test rig prototype production line. © 2022 Elsevier B.V.","Automatic code generation; Digital twins; Industrial cyber physical systems; Smart manufacturing; Threat modelling","Automatic programming; Codes (symbols); Computer crime; Crime; Cyber attacks; Cyber Physical System; Flow control; Life cycle; Manufacture; Network security; Program compilers; Risk assessment; Automatic code generations; Business risks; Cybe-physical systems; Cyber security; Cyber-physical systems; Industrial cybe physical system; Manufacturing paradigm; Security risks; Smart manufacturing; Threat modeling; Embedded systems",Article,Scopus,2-s2.0-85123824750
"Liu B., Chen J., Hu Y.","56202219400;57433785600;57432919400;","Mode division-based anomaly detection against integrity and availability attacks in industrial cyber-physical systems",2022,"Computers in Industry","137",,"103609","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123802438&doi=10.1016%2fj.compind.2022.103609&partnerID=40&md5=4228236ce20d70558b04c1a9eac19e73","Integrity and availability attacks can cause serious damage to modern industrial cyber-physical systems (ICPS). It is critical to detect and identify these attacks promptly and accurately. This paper investigates the anomaly detection for ICPS in the process industry. Three typical attacks, the Stuxnet-like, denial-of-service, and false data injection, are taken as specific defense targets. We propose to detect anomalies by quantifying the dynamic variations of generalized model implied by operating data, and present a mode division as the novel detection framework. The subspace technique and a quantization method for the amplitude-frequency characteristic deviation are employed to design the detector, which can be deployed independently in the active ICPS and does not cause any loss of control performance. An attack-defense experimental platform is developed to evaluate the detector under the attack scenarios of interest. The results show that the detector can detect any of the three attacks in a maximum of 28 s after the attack onset, and that these attacks can be distinguished by combining the state estimation residuals and system errors. © 2022 Elsevier B.V.","Anomaly detection; Industrial Cyber-physical systems; Industrial Internet of Things; Security detection; Stuxnet","Anomaly detection; Cyber Physical System; Cybersecurity; Denial-of-service attack; Internet of things; Network security; Anomaly detection; Denial of Service; Dynamic variations; False data injection; Generalized models; Industrial cybe-physical system; Process industries; Security detection; Service data; Stuxnet; Embedded systems",Article,Scopus,2-s2.0-85123802438
"De S., Sodhi R.","57429209400;35219101800;","A PMU assisted cyber attack resilient framework against power systems structural vulnerabilities",2022,"Electric Power Systems Research","206",,"107805","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123610545&doi=10.1016%2fj.epsr.2022.107805&partnerID=40&md5=f1ad2cc0ef1be3a5131d2460bba27394","In this work, a comprehensive cyber-attack resilient framework is developed which combats the structural vulnerabilities in the smart grids with the help of strategically placed Phasor Measurement Units (PMUs). To this end, a novel Hybrid Betweenness Centrality (HBC) measure is proposed which effectively identifies the most critical lines in a system. In order to make the system resilient against any false data injection attacks on these vulnerable lines, a novel objective function is developed for strategic PMU placements in the system. The optimal PMU placement results provide the minimal sets of measurements that need to be made secured to protect the state variables against any kind of data integrity types of attacks. The efficacy of the proposed framework is demonstrated on the IEEE 14-bus system and the New England (NE) 39-bus system throught various case studies. © 2022 Elsevier B.V.","Current-flow betweenness; Eigen-vector centrality; Integer linear programming; Phasor measurements units; Resiliency measure; Topological vulnerability","Computer crime; Crime; Cyber attacks; Integer programming; Network security; Phase measurement; Betweenness; Current flows; Current-flow betweenness; Cyber-attacks; Eigen-vector centrality; Integer Linear Programming; Power; Resiliency measure; Structural vulnerability; Topological vulnerability; Phasor measurement units",Article,Scopus,2-s2.0-85123610545
"Olswang A., Gonda T., Puzis R., Shani G., Shapira B., Tractinsky N.","57416701300;57194699465;55992152200;8943857000;7004315829;6602513141;","Prioritizing vulnerability patches in large networks",2022,"Expert Systems with Applications","193",,"116467","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123030601&doi=10.1016%2fj.eswa.2021.116467&partnerID=40&md5=5fd70ee2adbcb7c4b385c53ab325ced3","We consider here the question of prioritizing the patching of security vulnerabilities to prevent network attacks. Patching all vulnerable machines at once in large modern organizations is not feasible due to the large scale of their networks and the inability to halt operation during maintenance. This article explores two aspects of security maintenance: a method for prioritizing vulnerability patches, and visualization of the priorities to aid in decision making. State-of-the-art methods rank vulnerabilities by analyzing the connectivity graph or the logical attack graph and present the results in a table form, a view of the organizational network with highlighted failure points, or even the complete attack graph, in either case flooding the human operator with a lot of hardly comprehensible information. We suggest a Network Topology Vulnerability Score (NTVS) which shows preferable results by ranking vulnerabilities in a planning graph — an interim data structure used by planners when analyzing logical attack graphs. We also suggest a new abstracted presentation of the network in order to ease the comprehension of NTVS scores. The principal results obtained on two real networks show that patching vulnerabilities prioritized by NTVS leads to a faster decrease in the number of available attack paths toward the critical assets. A user study with a panel of security experts shows that the proposed visualization is considerably better than current commercial tools, helping experts to both prioritize vulnerability patches, and explain their decisions to higher management and to operation teams. © 2022 Elsevier Ltd","Attack graph; Decision support systems; Expert study; Knowledge presentation; Security applications; Visualization","Artificial intelligence; Decision making; Decision support systems; Human resource management; Network security; Topology; Attack graph; Expert study; Knowledge presentation; Large-scales; Larger networks; Logical attacks; Network attack; Network topology; Security application; Security vulnerabilities; Visualization",Article,Scopus,2-s2.0-85123030601
"Lu Q.-C., Zhang L., Xu P.-C., Cui X., Li J.","35248596800;57211153377;57227289600;36130098300;57410953400;","Modeling network vulnerability of urban rail transit under cascading failures: A Coupled Map Lattices approach",2022,"Reliability Engineering and System Safety","221",,"108320","","",,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122742806&doi=10.1016%2fj.ress.2022.108320&partnerID=40&md5=24f925ac761724c7dd60d99fc7ea253e","In terms of urban rail transit network vulnerability, most studies have focused on the changes of network topology and functional characteristics under disruptive events while ignoring the impacts of cascading failures on network performance. In this study, an improved Coupled Map Lattices model is proposed to address the evolution process of cascading failures on rail transit network. Particularly, the model quantifies important factors of cascading failures integrating quantitative failure spreading mode, anti-risk ability of stations, and perturbation index. The rail transit network vulnerability is then modeled addressing numbers of failed stations, degree of affected passengers, and loss of passenger travel time as a result of cascading failures. The methodology is applied to the metro network of Shanghai, China. Results show that the propagation of network cascading failure depends on the station's anti-risk ability, geographical location, and type of adjacent stations. Stations located in the urban center area are more susceptible to failures of adjacent stations. Furthermore, higher affected passenger volume and station coupling strength would lead to more serious and rapid spreading of failures, and thus more vulnerable of the metro system. However, the anti-risk ability of stations could effectively resist the spread of failures in the early stage, and stations with higher topology redundancy demonstrate stronger anti-risk ability. © 2022 Elsevier Ltd","Anti-risk ability; Cascading failures; Coupled Map Lattices; Failure spreading mode; Rail transit network vulnerability","Crystal lattices; Light rail transit; Network security; Subways; Topology; Travel time; Uncertainty analysis; Anti-risk ability; Cascading failures; Coupled map lattices; Failure spreading mode; Model networks; Network vulnerability; Rail transit; Rail transit network vulnerability; Transit networks; Urban rail transit; Failure (mechanical)",Article,Scopus,2-s2.0-85122742806
"Hei Y., Li D., Zhang C., Liu J., Liu Y., Wu Q.","57215539099;54389678800;56158710000;55682417200;57211862125;57203292026;","Practical AgentChain: A compatible cross-chain exchange system",2022,"Future Generation Computer Systems","130",,,"207","218",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122668974&doi=10.1016%2fj.future.2021.11.029&partnerID=40&md5=5c311f58c4c24042ba2943ad33e51662","Blockchain is a decentralized ledger system that enables transactional consensus among untrusted nodes. Due to the independence between blockchains, it is tough to complete asset exchange tasks between diverse chains. Facing this problem, multiple cross-chain exchange schemes were proposed, but they have not been widely used due to various defects in terms of compatibility, flexibility, security, and practicability. In this paper, we construct a comprehensive cross-chain exchange system called Practical AgentChain. Various coins can be mapped to the corresponding tokens on Practical AgentChain for trading. One or multiple trading operators can spontaneously form a service deposit pool on existing blockchains and register a trading group for profit using the well-designed smart contract called Agent Contract. All the trading groups competitively provide cross-chain exchange services. Clients with exchange currency requirements can freely select an appropriate trading group to request services, such as mapping assets to tokens or withdraw tokens. The choice of the trading group is made according to the group's deposit and the group members’ reputation recorded on the Agent Contract. This system also incorporates Town crier as the reliable Data Oracle system for obtaining the status of cross-chain transactions and combines a matching exchange protocol to ensure the fairness of on-chain token exchange. In addition, we design an impartial service arbitration mechanism and a deposit allocation scheme to ensure the reliability of the system. Through security analysis, our system can resist re-use attacks, denial-of-service attacks and resolve service availability issues. We modify the Town crier adaptively and combine it with Ethereum to implement the simulation. The experimental results show that Practical AgentChain is efficient and low-cost. Besides, our system can be deployed on any existing blockchain that supports smart contracts since the system's architecture is highly portable. © 2021 Elsevier B.V.","Blockchain; Cross-chain; Data Oracle; Fair exchange; Smart contract","Commerce; Denial-of-service attack; Deposits; Distributed ledger; Network security; Agent contract; Block-chain; Chain exchange; Cross-chain; Data oracle; Decentralised; Exchange protocols; Fair exchange; Group members; Matchings; Smart contract",Article,Scopus,2-s2.0-85122668974
"Yadav G., Gauravaram P., Jindal A.K., Paul K.","57189330147;23466918000;57397583500;57397767900;","SmartPatch: A patch prioritization framework",2022,"Computers in Industry","137",,"103595","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122303913&doi=10.1016%2fj.compind.2021.103595&partnerID=40&md5=383376139ba74fdf89035628a7ff2d77","This paper is about modeling vulnerability patch prioritization in complex and interdependent systems such as the operational technology or Industrial Control Systems (ICSs). In these environments, often patching is neither automated nor cost-effective, demanding large manual administrative efforts in a timely manner with as much less system downtime as possible. The impact or risk of a vulnerability could depend on the network characteristics, context that defines the vulnerability and circumstances that led to it. Moreover, not all vulnerabilities are always exploited by the attackers; and not all vulnerabilities can be patched due to the resource constraints such as people, infrastructure, tools and time available to patch every vulnerability. Also, ICSs such as SCADA have strict requirements of system uptime and availability. These constraints place significant importance on the patch prioritization of networks and devices, which needs to be strategic and efficient. Addressing this challenge in the prioritization of patches in ICSs, we present SmartPatch a three-step, systematic patch prioritization method to address patch sequencing in an interdependent and complex network. SmartPatch is a seamless integration of system modeling, risk management and game theory. SmartPatch utilizes prior knowledge, learnings and experiences about the system dynamics and identifies an efficient and effective defensive strategy. The framework's output is a patch prioritization strategy that is cost-constrained and reduces the impact of the possible attacks to a large extent. We propose a security metric called the “Residual Impact Score” (RIS) to analyze the impact of all discovered vulnerabilities on the system. We validate the applicability of SmartPatch by considering the case study of an interdependent, complex SCADA chain in the smart grid system using the IEEE 5-Bus system. Our comparative analysis of the proposed approach with state-of-the-art approaches demonstrates that SmartPatch reduces RIS by a faster rate i.e. after each iteration, the RIS value for SmartPatch is the least. © 2021 Elsevier B.V.","Network security 2010 MSC: 00–01, 99–00; Patch prioritization; Risk management; SCADA chain; Security management","Cost effectiveness; Game theory; Iterative methods; Network security; Risk management; Industrial control systems; Interdependent systems; Network security 2010 MSC: 00–01, 99–00; Networks security; Operational technologies; Patch prioritization; Prioritization; Risks management; SCADA chain; Security management; Complex networks",Article,Scopus,2-s2.0-85122303913
